A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86,A87,A88,A89,A90,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15
-0.27207,1.01164,-0.25217,1.00279,-0.25877,1.00911,-0.26723,1.00733,-0.27263,0.96029,-0.29121,0.75999,-0.3925,0.49603,-0.50361,0.27716,-0.55076,-0.04069,-0.55673,-0.35248,-0.50471,-0.62823,-0.40368,-0.86423,-0.29244,-0.98283,-0.23161,-1.01316,-0.23723,-1.01315,-0.26932,-1.00761,-0.31065,-0.9312,-0.361,-0.76491,-0.42415,-0.54908,-0.55086,-0.24352,-0.58642,-0.00924,-0.41714,0.16421,-0.2937,0.53641,-0.27612,0.92664,-0.26806,1.24761,-0.25772,1.44942,-0.26242,1.52469,-0.25681,1.49424,-0.23852,1.48218,-0.22329,1.47364,-0.17968,1.3431,-0.17294,1.06509,-0.11096,0.675,-0.24324,0.38625,-0.31398,0.07089,-0.3181,-0.23488,-0.27294,-0.37942,-0.28068,-0.50687,-0.3045,-0.60645,-0.34871,-0.6837,-0.35051,-0.64591,-0.35898,-0.51339,-0.358,-0.29636,-0.38485,-0.02949,-0.37415,0.12942,9,5,1,11,12,2,7,13,6,4,15,8,14,10,3
-0.21362,1.11056,-0.21308,1.12649,-0.20983,1.12061,-0.21782,1.14383,-0.21234,1.08499,-0.25022,0.94856,-0.382,0.63723,-0.48246,0.21131,-0.60373,-0.17597,-0.74516,-0.35248,-0.75214,-0.53103,-0.7292,-0.80904,-0.78872,-0.98283,-0.86268,-1.09464,-0.92057,-1.06828,-0.99325,-1.02188,-1.05491,-1.00567,-1.16087,-0.90445,-1.16544,-0.70861,-1.11893,-0.67933,-1.10143,-0.39704,-1.03787,0.0181,-0.99754,0.43766,-0.95073,0.87717,-0.91949,1.29664,-0.80503,1.6274,-0.76664,1.73551,-0.76638,1.6888,-0.74358,1.43374,-0.68008,0.90022,-0.62599,0.2725,-0.55561,-0.16687,-0.60773,-0.24582,-0.62069,-0.43251,-0.60011,-0.71743,-0.6057,-0.85462,-0.64857,-0.8638,-0.64235,-0.77387,-0.63777,-0.63316,-0.65491,-0.48178,-0.66629,-0.48487,-0.65428,-0.06221,-0.63024,0.48226,-0.65933,0.91339,-0.66616,1.25906,6,4,1,11,13,2,9,12,8,5,15,7,14,10,3
-0.56416,-1.94332,-0.58424,-1.93007,-0.59164,-1.92773,-0.5934,-1.92161,-0.59436,-1.89514,-0.57847,-1.89266,-0.57033,-1.90459,-0.57779,-1.92109,-0.62493,-1.98862,-0.69281,-2.03929,-0.75214,-2.04395,-0.83092,-1.99555,-0.91032,-1.94518,-1.01533,-1.90936,-1.138,-1.88132,-1.29136,-1.85108,-1.49922,-1.78042,-1.70573,-1.66432,-1.8948,-1.49028,-2.02544,-1.30884,-2.10756,-1.07562,-2.12716,-0.85875,-2.07607,-0.66489,-2.01242,-0.40783,-1.9401,-0.15652,-1.83522,0.07397,-1.71069,0.27589,-1.60118,0.45631,-1.45724,0.64318,-1.31521,0.8365,-1.15041,0.99671,-0.96016,1.1431,-0.75572,1.22746,-0.56964,1.27943,-0.37321,1.27494,-0.20308,1.22503,-0.06637,1.18146,0.07174,1.14879,0.17691,1.14268,0.29151,1.13369,0.39244,1.08572,0.4716,1.0658,0.50419,1.04022,0.51829,0.97628,0.50199,0.94326,4,7,11,1,3,2,10,13,9,8,14,12,15,5,6
-0.02861,-1.90625,-0.02751,-1.90532,-0.03366,-1.90295,-0.02012,-1.89679,-0.01125,-1.8827,-0.00401,-1.86752,0.03645,-1.8661,0.07922,-1.86843,0.12736,-1.88045,0.15528,-1.91487,0.16546,-1.90514,0.1559,-1.91276,0.133,-1.89096,0.09405,-1.89581,0.02158,-1.9227,-0.07766,-2.03692,-0.22181,-2.12309,-0.39582,-2.20701,-0.60348,-2.23998,-0.80468,-2.21266,-1.00564,-2.15812,-1.16673,-2.14154,-1.2927,-2.11301,-1.3931,-2.02236,-1.48407,-1.85456,-1.54545,-1.68979,-1.59266,-1.47568,-1.62287,-1.21412,-1.63286,-0.93809,-1.64942,-0.66081,-1.63017,-0.40451,-1.55056,-0.10449,-1.42169,0.15323,-1.27354,0.40111,-1.12308,0.61561,-0.96996,0.77052,-0.80819,0.91232,-0.67946,1.04197,-0.56372,1.19603,-0.41366,1.33561,-0.25765,1.44815,-0.10057,1.53028,0.05951,1.57229,0.19067,1.55457,0.30442,1.51414,4,6,12,1,3,2,10,13,9,7,14,11,15,8,5
0.02007,-1.93098,0.02133,-1.93007,0.0251,-1.92773,0.0293,-1.934,0.03901,-1.90764,0.04733,-1.90521,0.07831,-1.90459,0.111,-1.90789,0.12736,-1.94806,0.13433,-1.98398,0.11392,-1.98843,0.05413,-1.99555,-0.02908,-1.95877,-0.14005,-1.96368,-0.26833,-1.99158,-0.43963,-2.00833,-0.6439,-2.00395,-0.87109,-1.95895,-1.05782,-1.87309,-1.22773,-1.72847,-1.35296,-1.57649,-1.42438,-1.3784,-1.44031,-1.15854,-1.43735,-0.90212,-1.42979,-0.61372,-1.40597,-0.33056,-1.36743,-0.0485,-1.34098,0.22925,-1.28157,0.46565,-1.20375,0.6772,-1.08343,0.85503,-0.93828,0.98715,-0.77687,1.10474,-0.61046,1.1901,-0.43238,1.23191,-0.26061,1.22503,-0.1039,1.23528,0.04393,1.28232,0.18615,1.32956,0.32864,1.36254,0.46672,1.3676,0.59159,1.33123,0.68573,1.27382,0.75739,1.17744,0.81119,1.10116,4,7,11,1,3,2,10,13,9,8,14,12,15,6,5
-0.27207,-1.21388,-0.27171,-1.21233,-0.26859,-1.20902,-0.2771,-1.20179,-0.27263,-1.19687,-0.26045,-1.1635,-0.24604,-1.16001,-0.21751,-1.14444,-0.16932,-1.14997,-0.1274,-1.1544,-0.11294,-1.12788,-0.08831,-1.12636,-0.08983,-1.11839,-0.10948,-1.14891,-0.1337,-1.21985,-0.1948,-1.2935,-0.27735,-1.39307,-0.39582,-1.47822,-0.51978,-1.55409,-0.63547,-1.61551,-0.76612,-1.67344,-0.88564,-1.70312,-0.98621,-1.75102,-1.0724,-1.79176,-1.13667,-1.78925,-1.20209,-1.80311,-1.30303,-1.70275,-1.41688,-1.57086,-1.52308,-1.38983,-1.6383,-1.17057,-1.7306,-0.90829,-1.75828,-0.63468,-1.77052,-0.4607,-1.74276,-0.23895,-1.69533,-0.02942,-1.66017,0.13698,-1.63459,0.33377,-1.60692,0.5079,-1.5821,0.7421,-1.57351,0.99906,-1.56711,1.15281,-1.51258,1.29139,-1.45617,1.4036,-1.39424,1.42885,-1.30175,1.4899,2,6,12,1,4,3,9,13,8,7,15,11,14,10,5
0.38037,-1.22621,0.38274,-1.22468,0.38732,-1.22139,0.39502,-1.21417,0.411,-1.19687,0.43716,-1.17604,0.47583,-1.16001,0.52432,-1.15763,0.57239,-1.13641,0.61601,-1.12675,0.65003,-1.10011,0.68492,-1.07117,0.72051,-1.03705,0.75564,-1.02671,0.78778,-1.04071,0.81667,-1.0648,0.84455,-1.11,0.86782,-1.16806,0.87916,-1.20312,0.87536,-1.22809,0.85089,-1.2372,0.8127,-1.26469,0.77344,-1.33961,0.74131,-1.41284,0.7091,-1.44638,0.68658,-1.47945,0.69238,-1.5243,0.68645,-1.55467,0.68368,-1.59956,0.65687,-1.63252,0.6237,-1.66399,0.57052,-1.69512,0.50216,-1.71911,0.45043,-1.69777,0.37672,-1.64909,0.32414,-1.61215,0.25294,-1.55007,0.19233,-1.48156,0.12134,-1.42089,0.05027,-1.34337,-0.03478,-1.23659,-0.10978,-1.11058,-0.18556,-0.97115,-0.26976,-0.83404,-0.33978,-0.70877,3,8,11,4,1,6,7,14,5,9,15,12,13,10,2
0.27324,-1.73315,0.27528,-1.73206,0.28939,-1.74182,0.30605,-1.73541,0.32051,-1.72056,0.34482,-1.70404,0.37118,-1.69917,0.42893,-1.69727,0.47702,-1.69105,0.51126,-1.69363,0.54689,-1.6692,0.573,-1.65063,0.59896,-1.60633,0.61315,-1.6242,0.61173,-1.66087,0.58241,-1.7653,0.52238,-1.85495,0.42731,-1.9434,0.29327,-1.98479,0.13807,-1.97056,-0.03548,-1.88347,-0.21804,-1.80055,-0.38456,-1.7181,-0.54158,-1.59405,-0.68064,-1.44638,-0.79432,-1.28525,-0.87391,-1.08641,-0.91817,-0.90599,-0.93021,-0.64764,-0.91406,-0.37413,-0.84912,-0.10532,-0.74147,0.12941,-0.62888,0.35272,-0.49823,0.54998,-0.35346,0.70162,-0.21269,0.82562,-0.07574,0.95272,0.05318,1.12209,0.19543,1.27615,0.32864,1.42982,0.45745,1.5287,0.59159,1.59667,0.72205,1.63715,0.82821,1.59226,0.93144,1.52631,4,7,11,1,3,2,10,13,8,6,14,12,15,9,5
0.72114,-1.56004,0.72455,-1.54645,0.7299,-1.55596,0.73105,-1.53688,0.74276,-1.50859,0.76541,-1.50293,0.81056,-1.48095,0.84219,-1.47351,0.89023,-1.47459,0.93009,-1.4586,0.93866,-1.48878,0.90872,-1.51271,0.86232,-1.53858,0.77595,-1.63781,0.65316,-1.72975,0.51856,-1.83682,0.36687,-1.94435,0.17223,-2.03645,-0.04152,-2.09643,-0.28497,-2.11588,-0.49062,-2.12581,-0.68654,-2.07658,-0.83866,-1.99784,-0.97286,-1.87411,-1.09322,-1.69128,-1.2128,-1.51181,-1.31374,-1.2973,-1.40606,-1.05193,-1.47915,-0.84127,-1.53801,-0.58119,-1.54088,-0.37302,-1.48493,-0.15124,-1.40054,0.04576,-1.28372,0.2523,-1.12308,0.38625,-0.98914,0.5364,-0.87393,0.68358,-0.77219,0.81499,-0.67481,0.94236,-0.5807,1.09327,-0.47126,1.17966,-0.36819,1.27815,-0.25815,1.32573,-0.16347,1.36601,-0.04776,1.34412,3,7,12,1,5,2,8,13,9,6,15,11,14,10,4
0.68223,-1.5477,0.68552,-1.54645,0.69078,-1.54359,0.71127,-1.53688,0.73267,-1.52109,0.75518,-1.51548,0.77919,-1.51949,0.77864,-1.53936,0.76308,-1.56932,0.7102,-1.63832,0.65003,-1.64144,0.573,-1.65063,0.49763,-1.66055,0.41977,-1.65136,0.31149,-1.70219,0.17785,-1.7653,0.02254,-1.81022,-0.16393,-1.8659,-0.36432,-1.85717,-0.5388,-1.84143,-0.69422,-1.78652,-0.83877,-1.73559,-0.92946,-1.70161,-0.99498,-1.59405,-1.0281,-1.46274,-1.07332,-1.31762,-1.0992,-1.1351,-1.11329,-0.95462,-1.12786,-0.76055,-1.13693,-0.56522,-1.11689,-0.38873,-1.05857,-0.24482,-0.97771,-0.09234,-0.89609,0.05873,-0.77773,0.21423,-0.66324,0.35737,-0.54525,0.49519,-0.43833,0.64143,-0.36006,0.79551,-0.29306,0.95864,-0.23907,1.08572,-0.18364,1.19852,-0.14925,1.28677,-0.10148,1.30312,-0.03915,1.30765,3,6,12,1,4,2,9,13,8,7,15,11,14,10,5
0.85747,-1.34986,0.85155,-1.34844,0.85718,-1.35768,0.87929,-1.35067,0.89354,-1.30907,0.92957,-1.31432,0.97796,-1.30121,1.02239,-1.28921,1.08097,-1.28519,1.10813,-1.27882,1.11397,-1.26668,1.10202,-1.26434,1.06488,-1.26747,1.03042,-1.33904,0.96378,-1.39904,0.88052,-1.52227,0.78902,-1.64635,0.65914,-1.74183,0.49652,-1.82526,0.31934,-1.8576,0.14422,-1.86727,-0.03062,-1.84923,-0.19152,-1.83327,-0.30934,-1.75881,-0.38751,-1.65862,-0.4509,-1.51181,-0.48772,-1.36217,-0.517,-1.19786,-0.52403,-0.98646,-0.52415,-0.74049,-0.50324,-0.49898,-0.4463,-0.27601,-0.38579,-0.07696,-0.31465,0.1332,-0.22517,0.30024,-0.14559,0.44001,-0.07574,0.58942,-0.00243,0.73488,0.0473,0.88895,0.09665,1.03942,0.16952,1.16626,0.24091,1.2516,0.33175,1.27382,0.39433,1.26543,0.4848,1.23476,3,8,12,1,5,2,9,13,7,6,15,11,14,10,4
0.6043,-1.88152,0.60735,-1.86816,0.60267,-1.86574,0.62231,-1.87196,0.63215,-1.85776,0.66284,-1.82977,0.68503,-1.85324,0.67268,-1.89476,0.60417,-2.00217,0.46942,-2.08074,0.35101,-2.155,0.21692,-2.13353,0.06209,-2.06721,-0.07896,-1.99084,-0.20618,-1.90888,-0.33317,-1.82249,-0.48839,-1.69101,-0.65084,-1.55573,-0.83065,-1.37857,-0.96184,-1.1797,-0.98167,-0.91404,-0.93245,-0.66388,-0.81595,-0.41806,-0.69636,-0.16072,-0.57208,0.07209,-0.46167,0.26817,-0.34823,0.48671,-0.23512,0.71574,-0.08487,0.94973,0.08868,1.10728,0.27782,1.21714,0.45024,1.22105,0.61846,1.22746,0.77683,1.1901,1.01804,1.1459,1.18687,1.12864,1.32344,1.10071,1.42579,1.09538,1.52856,1.11598,1.57196,1.18754,1.56257,1.23336,1.54212,1.2516,1.52071,1.22191,1.48342,1.18999,1.4382,1.13763,6,8,11,2,3,1,10,13,9,7,14,12,15,4,5
0.65298,-1.6095,0.65618,-1.6083,0.66137,-1.60553,0.67172,-1.59891,0.69245,-1.59591,0.71413,-1.57837,0.74783,-1.57084,0.77864,-1.57882,0.80548,-1.59632,0.794,-1.63832,0.73249,-1.68305,0.65437,-1.70582,0.56854,-1.72835,0.47065,-1.76,0.35292,-1.84,0.19915,-1.9226,0.03368,-1.94435,-0.15237,-1.97442,-0.36432,-1.9369,-0.5388,-1.82532,-0.68227,-1.67344,-0.78021,-1.50825,-0.86132,-1.33961,-0.91757,-1.11627,-0.94121,-0.87491,-0.95526,-0.60564,-0.94901,-0.29176,-0.91817,-0.014,-0.82044,0.27208,-0.68008,0.502,-0.4921,0.72907,-0.30414,0.87794,-0.14266,1.02797,-0.00861,1.1157,0.13003,1.08862,0.30496,1.10109,0.45014,1.14106,0.53545,1.14879,0.67684,1.22274,0.89461,1.26826,1.07034,1.30045,1.18223,1.34448,1.26658,1.36464,1.27092,1.34086,1.24064,1.29553,5,8,11,1,3,2,10,13,9,7,14,12,15,6,4
0.68223,-1.95571,0.69526,-1.96717,0.69078,-1.96488,0.70141,-1.94643,0.71256,-1.93258,0.72436,-1.93035,0.72689,-1.96876,0.69383,-2.02634,0.64657,-2.08335,0.59506,-2.10839,0.5366,-2.11333,0.48143,-2.09217,0.42673,-2.0401,0.37904,-2.018,0.31149,-2.01914,0.24175,-2.02266,0.16697,-2.04862,0.06789,-2.03645,-0.02959,-2.0167,-0.12788,-1.98674,-0.26305,-1.9481,-0.38202,-1.89799,-0.48668,-1.86618,-0.56365,-1.77525,-0.64808,-1.65862,-0.69773,-1.52796,-0.73447,-1.39461,-0.76638,-1.24655,-0.7765,-1.08327,-0.74696,-0.91569,-0.69291,-0.71935,-0.62124,-0.50991,-0.54434,-0.32253,-0.45747,-0.11985,-0.36331,0.05658,-0.26061,0.21963,-0.17905,0.38753,-0.10447,0.5079,-0.04527,0.64865,-0.00543,0.75672,0.03023,0.88432,0.05631,0.98617,0.11394,1.06618,0.13756,1.08941,0.19274,1.11333,4,7,12,1,3,2,9,13,8,6,14,11,15,10,5
0.00059,-2.17823,-0.00796,-2.17753,-0.01407,-2.17553,-0.03003,-2.18223,-0.05148,-2.16949,-0.0553,-2.16921,-0.04727,-2.17417,-0.02674,-2.1975,-0.02098,-2.21863,-0.00176,-2.26052,-0.0098,-2.23828,-0.01709,-2.21632,-0.02908,-2.16207,-0.07896,-2.15381,-0.12337,-2.18452,-0.20542,-2.25142,-0.32179,-2.31682,-0.45377,-2.36209,-0.60348,-2.39951,-0.74426,-2.40637,-0.88588,-2.38434,-1.01443,-2.40137,-1.13382,-2.39275,-1.22723,-2.38483,-1.33207,-2.2954,-1.43815,-2.20764,-1.53903,-2.12439,-1.64456,-2.02498,-1.75365,-1.89001,-1.84999,-1.75996,-1.88682,-1.67977,-1.90039,-1.55479,-1.82337,-1.56563,-1.72235,-1.42987,-1.7644,-1.30512,-1.7081,-1.15764,-1.68154,-0.99837,-1.65328,-0.8807,-1.64691,-0.7266,-1.58282,-0.65678,-1.55779,-0.49827,-1.53104,-0.32758,-1.46522,-0.16658,-1.41195,-0.00435,-1.32755,0.14154,4,7,12,1,3,2,8,13,9,6,14,11,15,10,5
-0.30127,-1.6095,-0.31075,-1.6207,-0.30771,-1.60553,-0.31665,-1.62373,-0.343,-1.6333,-0.40408,-1.64121,-0.4971,-1.68636,-0.6202,-1.73679,-0.75207,-1.7316,-0.89175,-1.66598,-1.04082,-1.55815,-1.20736,-1.41609,-1.37623,-1.21325,-1.50385,-1.01316,-1.58319,-0.87533,-1.6214,-0.76458,-1.71027,-0.66299,-1.72892,-0.59429,-1.71541,-0.46934,-1.68701,-0.30809,-1.58053,-0.09,-1.3307,0.06678,-1.0884,0.28958,-0.80699,0.51477,-0.52863,0.69251,-0.28996,0.85068,-0.04783,0.9733,0.13349,1.04012,0.34334,1.09492,0.54547,1.171,0.73526,1.18565,0.84382,1.20542,0.88269,1.21215,0.86865,1.20496,0.83057,1.17457,0.77468,1.16993,0.73182,1.18146,0.71165,1.2022,0.7046,1.23612,0.6998,1.29519,0.68033,1.3139,0.67466,1.34448,0.65852,1.32573,0.65114,1.29057,0.62224,1.24694,5,7,11,2,4,1,10,13,9,8,15,12,14,3,6
-0.18442,-1.43639,-0.18379,-1.42269,-0.19025,-1.44445,-0.19805,-1.46241,-0.20226,-1.45871,-0.20916,-1.45264,-0.2251,-1.48095,-0.23871,-1.4867,-0.23292,-1.50165,-0.24259,-1.50005,-0.26757,-1.47487,-0.3019,-1.44369,-0.33292,-1.3895,-0.38431,-1.3662,-0.46504,-1.34392,-0.56738,-1.36502,-0.71058,-1.37814,-0.87109,-1.36963,-1.0339,-1.34667,-1.17936,-1.27655,-1.3051,-1.18869,-1.40095,-1.15105,-1.45164,-1.10921,-1.50367,-1.08332,-1.53835,-1.0382,-1.53474,-1.05876,-1.53903,-1.00534,-1.53616,-0.98705,-1.55601,-0.85737,-1.59371,-0.77235,-1.55207,-0.70364,-1.50681,-0.60348,-1.43224,-0.5681,-1.32454,-0.4176,-1.25132,-0.27308,-1.12335,-0.16598,-1.04298,-0.05645,-0.97626,0.06728,-0.90628,0.19466,-0.85908,0.33939,-0.787,0.44139,-0.70041,0.54823,-0.63024,0.63794,-0.54424,0.69968,-0.4686,0.73677,3,4,12,1,5,2,9,14,7,8,15,11,13,10,6
0.00059,-1.8444,-0.02751,-1.85582,-0.07278,-1.86574,-0.12886,-1.89679,-0.19222,-1.92008,-0.26045,-1.91781,-0.34014,-1.93027,-0.44006,-1.93422,-0.54018,-1.921,-0.65097,-1.88722,-0.76242,-1.75248,-0.87163,-1.66446,-0.98123,-1.51147,-1.07642,-1.37981,-1.16904,-1.28879,-1.25944,-1.20772,-1.35479,-1.12487,-1.4739,-1.04399,-1.58393,-0.93195,-1.66283,-0.82457,-1.70035,-0.72014,-1.60011,-0.92371,-1.59925,-0.81297,-1.58109,-0.72084,-1.52752,-0.58106,-1.44892,-0.37908,-1.34596,-0.12956,-1.21088,0.0995,-1.08392,0.36883,-0.92524,0.62944,-0.74869,0.85503,-0.5884,1.04953,-0.43864,1.22746,-0.25342,1.36875,-0.07718,1.41829,0.10365,1.41786,0.29047,1.39676,0.48908,1.40247,0.69536,1.43639,0.85753,1.5106,0.98679,1.56894,1.02535,1.60991,1.03967,1.59824,1.01415,1.55457,0.96576,1.50202,4,7,11,1,3,2,10,13,9,8,14,12,15,5,6
0.26353,-1.80733,0.26553,-1.80631,0.25027,-1.81617,0.25664,-1.82232,0.24005,-1.80788,0.22172,-1.80463,0.18291,-1.81475,0.1322,-1.8421,0.05319,-1.88045,-0.02271,-1.88722,-0.14385,-1.87738,-0.2714,-1.85763,-0.39371,-1.80969,-0.55733,-1.71929,-0.74456,-1.64706,-0.9507,-1.55086,-1.1882,-1.43774,-1.38119,-1.29212,-1.51216,-1.1553,-1.5541,-1.0021,-1.52065,-0.8494,-1.44782,-0.71263,-1.37217,-0.59906,-1.30465,-0.49025,-1.23439,-0.54841,-1.15915,-0.37908,-1.07774,-0.162,-0.99407,0.11575,-0.89729,0.36883,-0.76925,0.61348,-0.58134,0.77627,-0.39164,0.95596,-0.21665,1.10474,-0.05961,1.20496,0.06096,1.24627,0.28578,1.30767,0.49709,1.38328,0.68384,1.46926,0.85274,1.55653,1.01525,1.64523,1.11681,1.73004,1.17302,1.76917,1.19399,1.75398,1.16467,1.70545,1.09463,1.64779,5,8,11,1,3,2,10,13,9,7,14,12,15,4,6
-0.30127,-1.62189,-0.31075,-1.6454,-0.31753,-1.66746,-0.33642,-1.67338,-0.37315,-1.68318,-0.41437,-1.6915,-0.46567,-1.72485,-0.53544,-1.74993,-0.60373,-1.77222,-0.67187,-1.73509,-0.78305,-1.69696,-0.89199,-1.60926,-1.02171,-1.47083,-1.17819,-1.37981,-1.35543,-1.30254,-1.54687,-1.19345,-1.65474,-1.1696,-1.78688,-1.13704,-1.84695,-1.09148,-1.91665,-1.05056,-1.91591,-0.94635,-1.85776,-0.87502,-1.7809,-0.82946,-1.71379,-0.68789,-1.63608,-0.48309,-1.51327,-0.23347,-1.36743,0.04882,-1.22176,0.34274,-1.06196,0.64318,-0.92524,0.93208,-0.79334,1.15416,-0.65402,1.34582,-0.43864,1.44234,-0.17183,1.5027,0.12018,1.48993,0.38168,1.47296,0.58156,1.49093,0.73951,1.52262,0.83421,1.55653,0.89461,1.61831,0.9032,1.64949,0.89614,1.663,0.88539,1.65015,0.83704,1.60486,0.80257,1.53844,5,7,11,1,4,2,10,13,9,8,14,12,15,3,6
-1.00239,-0.65748,-1.01402,-0.65545,-1.01256,-0.65138,-1.0184,-0.64329,-1.02663,-0.63573,-1.04012,-0.6229,-1.04108,-0.60798,-1.02289,-0.59161,-0.99579,-0.58177,-0.9546,-0.57372,-0.92739,-0.54494,-0.91234,-0.54691,-0.91032,-0.54911,-0.93392,-0.55142,-0.97233,-0.57219,-1.05716,-0.59301,-1.16597,-0.61833,-1.28841,-0.65632,-1.41653,-0.69269,-1.51779,-0.69543,-1.59255,-0.70401,-1.65866,-0.72884,-1.70144,-0.74714,-1.74701,-0.75379,-1.80981,-0.74428,-1.86739,-0.71889,-1.93598,-0.66477,-2.01322,-0.63024,-2.08303,-0.56699,-2.16196,-0.50157,-2.21037,-0.436,-2.21743,-0.33839,-2.16165,-0.32253,-2.0998,-0.26872,-2.03083,-0.21575,-2.00525,-0.11089,-1.97263,-0.00263,-1.9686,0.02725,-1.98018,0.15463,-2.00035,0.28553,-2.05002,0.3877,-1.95554,0.52175,-1.98257,0.65094,-1.91666,0.73742,-1.96314,0.80966,3,2,11,1,10,4,9,14,7,5,15,12,13,8,6
-0.5934,-0.50911,-0.59404,-0.51934,-0.59164,-0.52746,-0.5934,-0.50679,-0.59436,-0.51108,-0.58876,-0.48463,-0.57033,-0.46678,-0.54602,-0.45997,-0.52956,-0.4736,-0.51483,-0.49075,-0.52534,-0.51718,-0.54611,-0.54691,-0.60643,-0.56264,-0.70998,-0.57858,-0.83776,-0.58594,-1.02523,-0.57868,-1.23265,-0.58853,-1.43914,-0.68734,-1.67956,-0.70861,-1.88041,-0.69543,-2.04768,-0.59087,-2.18572,-0.50156,-2.25766,-0.43448,-2.33311,-0.37488,-2.48298,-0.28715,-2.56491,-0.07164,-2.59039,0.16239,-2.64203,0.44006,-2.62098,0.70772,-2.54077,0.93208,-2.4112,1.09118,-2.19561,1.1743,-1.97136,1.28885,-1.75299,1.36875,-1.52761,1.38962,-1.34384,1.44541,-1.16503,1.51785,-1.01332,1.54933,-0.83219,1.59662,-0.67348,1.63174,-0.51769,1.64949,-0.37745,1.6497,-0.25815,1.61119,-0.15463,1.55457,-0.0649,1.47772,3,5,10,1,12,2,8,13,9,7,14,11,15,4,6
-0.2039,-0.78113,-0.20334,-0.77921,-0.20006,-0.78767,-0.20791,-0.7674,-0.20226,-0.74799,-0.19893,-0.72348,-0.18324,-0.71069,-0.16453,-0.68373,-0.16932,-0.69,-0.1798,-0.69813,-0.20574,-0.71151,-0.25104,-0.71248,-0.3127,-0.71178,-0.40468,-0.728,-0.52713,-0.75132,-0.69519,-0.72166,-0.8994,-0.70773,-1.10291,-0.65632,-1.32084,-0.56506,-1.50573,-0.45334,-1.62846,-0.36472,-1.70547,-0.37164,-1.7468,-0.31931,-1.78017,-0.22663,-1.78809,-0.10757,-1.78157,0.00924,-1.76432,0.24345,-1.74215,0.44006,-1.68775,0.61091,-1.6383,0.80464,-1.50742,0.98099,-1.34283,1.12748,-1.1257,1.24284,-0.9165,1.33898,-0.68892,1.38962,-0.49067,1.39032,-0.33868,1.42368,-0.18795,1.44256,-0.06379,1.44977,0.07809,1.45675,0.17883,1.4347,0.26858,1.42411,0.29548,1.37765,0.29696,1.32826,0.27867,1.27123,4,5,11,1,10,2,9,13,7,6,15,12,14,3,8
-1.00239,-0.65748,-1.01402,-0.65545,-1.01256,-0.65138,-1.0184,-0.64329,-1.02663,-0.63573,-1.04012,-0.6229,-1.04108,-0.60798,-1.02289,-0.59161,-0.99579,-0.58177,-0.9546,-0.57372,-0.92739,-0.54494,-0.91234,-0.54691,-0.91032,-0.54911,-0.93392,-0.55142,-0.97233,-0.57219,-1.05716,-0.59301,-1.16597,-0.61833,-1.28841,-0.65632,-1.41653,-0.69269,-1.51779,-0.69543,-1.59255,-0.70401,-1.65866,-0.72884,-1.70144,-0.74714,-1.74701,-0.75379,-1.80981,-0.74428,-1.86739,-0.71889,-1.93598,-0.66477,-2.01322,-0.63024,-2.08303,-0.56699,-2.16196,-0.50157,-2.21037,-0.436,-2.21743,-0.33839,-2.16165,-0.32253,-2.0998,-0.26872,-2.03083,-0.21575,-2.00525,-0.11089,-1.97263,-0.00263,-1.9686,0.02725,-1.98018,0.15463,-2.00035,0.28553,-2.05002,0.3877,-1.95554,0.52175,-1.98257,0.65094,-1.91666,0.73742,-1.96314,0.80966,3,2,11,1,10,4,9,14,7,5,15,12,13,8,6
-0.5934,-0.50911,-0.59404,-0.51934,-0.59164,-0.52746,-0.5934,-0.50679,-0.59436,-0.51108,-0.58876,-0.48463,-0.57033,-0.46678,-0.54602,-0.45997,-0.52956,-0.4736,-0.51483,-0.49075,-0.52534,-0.51718,-0.54611,-0.54691,-0.60643,-0.56264,-0.70998,-0.57858,-0.83776,-0.58594,-1.02523,-0.57868,-1.23265,-0.58853,-1.43914,-0.68734,-1.67956,-0.70861,-1.88041,-0.69543,-2.04768,-0.59087,-2.18572,-0.50156,-2.25766,-0.43448,-2.33311,-0.37488,-2.48298,-0.28715,-2.56491,-0.07164,-2.59039,0.16239,-2.64203,0.44006,-2.62098,0.70772,-2.54077,0.93208,-2.4112,1.09118,-2.19561,1.1743,-1.97136,1.28885,-1.75299,1.36875,-1.52761,1.38962,-1.34384,1.44541,-1.16503,1.51785,-1.01332,1.54933,-0.83219,1.59662,-0.67348,1.63174,-0.51769,1.64949,-0.37745,1.6497,-0.25815,1.61119,-0.15463,1.55457,-0.0649,1.47772,3,5,10,1,12,2,8,13,9,7,14,11,15,4,6
