A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26
-0.535,-0.01074,-0.06049,-0.1647,0.2256,0.54413,-0.64527,0.50794,-0.07504,-1.31893,0.58761,0.03413,-0.44849,-0.21908,2.06787,-1.73188,23,6,18,9,4,19,5,7,17,14,10,12,20,22,21,26,2,15,1,13,11,25,24,8,16,3
-1.0577,-0.31336,-0.55688,-0.60692,0.2256,0.54413,-0.21522,-0.23282,-1.33514,-0.11335,0.20753,0.03413,0.83769,1.07401,0.12008,-0.49535,16,19,20,22,15,18,8,2,26,25,9,24,10,3,6,12,4,17,11,23,14,5,1,7,13,21
-0.535,-1.52384,-1.05328,-1.04914,-0.68748,-1.43022,-1.50538,0.13756,0.76503,-2.52452,-2.07297,-0.92715,-0.87722,-0.86563,-1.04859,-1.11362,3,23,19,4,17,18,20,11,16,2,7,1,10,9,24,21,15,12,6,8,5,25,26,13,22,14
0.51038,0.5945,-0.55688,-0.60692,-0.68748,-0.44304,1.07494,-0.60321,-0.07504,1.49411,-0.17256,-1.40779,-0.44849,-0.21908,0.50964,-1.11362,24,14,19,7,9,1,21,15,8,4,18,12,25,13,23,3,22,10,5,2,20,17,26,16,11,6
-0.535,-0.61598,-0.55688,0.71973,-0.68748,0.05054,-0.21522,1.6191,0.34499,-0.51521,-0.17256,0.03413,-0.01976,-0.21908,0.12008,0.12291,24,4,12,3,11,22,5,2,14,15,10,17,16,13,1,20,6,8,9,21,7,25,26,18,23,19
-1.0577,-1.22122,-0.55688,-0.60692,-1.14401,0.05054,0.21483,-0.23282,-1.33514,-0.51521,2.48802,0.03413,-0.01976,1.07401,-1.43815,0.12291,17,26,13,23,21,8,20,11,25,18,9,16,10,7,19,15,12,24,14,5,3,1,4,6,2,22
-1.58039,-2.12908,-1.54967,-1.93357,-1.60055,0.05054,-0.64527,1.98948,-0.49507,-0.51521,2.10794,0.03413,-0.01976,1.07401,-1.43815,0.12291,22,23,10,19,21,17,18,2,26,13,6,11,4,3,15,14,7,24,12,9,1,8,16,20,5,25
0.51038,0.89712,0.43591,1.16195,2.05175,0.54413,0.21483,0.50794,0.34499,-0.51521,-0.17256,-0.92715,1.26642,-0.21908,-0.26948,0.12291,26,3,19,2,13,16,8,4,25,24,9,20,7,5,1,14,10,6,11,18,12,22,17,15,21,23
0.51038,0.5945,-0.06049,0.71973,-0.23094,-0.93663,1.93504,-0.23282,0.34499,1.49411,0.96769,-1.88843,-0.44849,2.3671,-0.65904,-2.35015,22,24,11,20,16,2,19,18,26,10,15,8,14,9,25,4,12,21,6,1,7,5,13,23,3,17
-0.535,-1.22122,-1.05328,-0.60692,-1.14401,-2.91098,-3.22559,0.50794,0.34499,-3.32825,-2.07297,-1.40779,-1.30595,-0.21908,-1.43815,0.12291,3,24,21,12,22,6,19,18,20,2,15,1,8,14,26,7,16,13,9,5,4,11,23,25,10,17
2.07847,2.1076,0.93231,1.16195,0.68213,0.05054,-0.64527,-0.60321,0.76503,0.69038,-0.55264,-0.44651,1.26642,-0.86563,1.67832,-1.73188,21,1,20,3,8,15,12,5,25,18,4,16,9,10,19,23,14,6,2,17,13,26,24,7,22,11
-0.01231,-0.31336,-0.06049,-0.60692,0.2256,1.03772,0.64489,0.13756,-0.49507,-0.51521,-0.55264,-0.44651,-0.01976,-0.21908,2.06787,-1.73188,19,3,25,7,8,10,13,6,18,12,11,16,21,15,24,22,5,4,1,14,20,26,23,9,17,2
-0.535,-0.01074,-0.06049,-0.1647,0.2256,1.03772,0.21483,-0.60321,-0.07504,0.28852,-0.55264,-0.92715,-0.44849,-0.21908,0.50964,0.74118,18,1,24,2,8,11,14,9,7,10,13,17,23,20,16,15,12,3,4,19,21,22,26,5,25,6
0.51038,-0.01074,0.93231,-0.1647,0.68213,0.05054,0.21483,-1.34398,1.18506,1.09224,-0.17256,0.51476,-0.01976,-0.21908,0.12008,0.74118,24,11,13,8,2,19,17,4,7,15,3,18,22,14,20,23,16,12,6,10,9,25,26,1,21,5
-0.535,-1.22122,-0.55688,-1.49135,-0.68748,0.54413,-0.21522,0.87833,-0.07504,-0.51521,-0.17256,-0.44651,-0.44849,-0.21908,-0.26948,-0.49535,23,4,18,2,12,22,6,3,5,11,14,16,20,17,1,19,8,9,7,21,10,24,26,13,25,15
-0.01231,0.5945,-0.55688,-0.60692,-0.68748,-0.44304,1.07494,-0.97359,-0.07504,1.09224,0.20753,-1.40779,-0.44849,0.42746,0.50964,-1.73188,23,19,20,9,7,1,22,15,11,8,18,12,24,10,26,3,21,14,5,2,13,16,25,17,4,6
-1.0577,-1.22122,-1.05328,-1.93357,-1.14401,-0.93663,0.21483,-0.23282,0.34499,1.09224,0.96769,1.47604,-0.87722,0.42746,-0.65904,0.12291,23,25,1,22,3,4,10,15,12,7,5,9,21,20,19,17,18,24,14,2,6,13,26,11,8,16
0.51038,0.29188,0.93231,0.27751,0.68213,0.54413,-0.64527,1.6191,0.34499,-0.51521,0.20753,0.03413,0.40896,-2.15872,0.8992,-2.96841,20,10,17,6,14,21,9,8,25,13,2,12,5,11,16,24,1,3,4,15,7,26,22,19,23,18
0.51038,0.5945,0.43591,0.27751,-0.23094,-0.93663,0.64489,0.87833,1.18506,-1.31893,0.58761,2.91795,-0.44849,-0.86563,0.50964,0.12291,23,25,1,20,2,21,3,17,18,8,4,5,13,9,12,22,7,19,10,6,11,24,26,15,16,14
-0.535,-0.61598,-0.06049,-0.60692,0.68213,0.05054,0.21483,0.13756,-1.33514,-0.51521,0.20753,0.03413,1.26642,1.72055,1.28876,0.12291,22,13,15,23,12,19,3,5,26,25,8,24,7,9,18,11,2,17,10,20,16,4,1,14,6,21
-0.535,-0.9186,-0.55688,-1.04914,-1.14401,-1.43022,1.93504,-0.60321,-0.91511,0.69038,1.72786,-0.44651,-0.44849,1.72055,-1.04859,0.12291,17,25,9,23,20,3,21,11,26,13,16,12,10,8,24,6,15,22,14,4,7,1,5,19,2,18
-1.58039,-1.82646,-2.04607,-1.93357,-1.60055,2.51848,-1.93543,0.50794,-0.49507,1.89597,-0.93272,1.47604,-1.30595,-0.86563,-1.43815,0.12291,3,25,22,16,14,7,15,11,4,1,10,2,9,20,24,18,8,17,6,13,5,19,26,23,21,12
1.03308,0.5945,1.4287,0.71973,2.05175,-0.44304,-0.64527,-0.23282,-0.07504,-0.51521,-0.17256,0.9954,1.26642,0.42746,0.12008,0.12291,21,13,11,16,9,22,2,4,26,25,1,20,3,5,7,18,8,10,12,23,6,17,15,14,19,24
-0.01231,0.29188,0.43591,0.27751,-0.23094,1.03772,-0.64527,-0.23282,1.18506,1.09224,-0.93272,0.03413,-0.44849,-0.21908,0.50964,1.35944,20,6,17,4,5,18,9,14,11,10,7,13,23,22,15,21,8,12,1,19,16,25,26,3,24,2
-0.535,-0.31336,-0.55688,-0.60692,-0.23094,-0.44304,-0.21522,0.87833,0.34499,-0.51521,-0.17256,-0.44651,-0.01976,0.42746,0.50964,0.74118,25,1,9,4,5,20,2,6,16,21,11,18,22,17,3,15,10,7,8,19,13,24,26,12,23,14
1.03308,0.29188,0.43591,0.27751,-0.23094,-0.93663,-0.21522,0.50794,1.18506,1.09224,0.58761,2.91795,-0.44849,1.07401,0.12008,-0.49535,23,25,1,21,2,12,4,19,20,7,3,6,17,11,16,15,9,24,13,5,10,22,26,14,8,18
-1.0577,-1.22122,-1.05328,-1.93357,-0.68748,0.54413,1.50499,-0.97359,-1.75517,-0.91707,0.96769,0.03413,0.83769,1.72055,-1.43815,0.12291,14,25,15,24,21,11,19,8,26,18,13,17,6,4,23,10,9,20,12,7,5,1,2,16,3,22
-1.0577,-0.31336,-1.05328,-0.60692,0.2256,-0.44304,-0.64527,0.87833,-0.07504,-0.91707,-0.17256,-0.44651,-0.44849,0.42746,1.28876,1.35944,24,1,12,7,4,20,2,8,13,18,11,14,23,22,10,17,5,6,3,19,16,25,26,15,21,9
0.51038,0.5945,0.43591,0.71973,0.68213,0.54413,-0.21522,0.50794,-0.07504,-0.11335,0.20753,-0.44651,-0.01976,-1.51217,0.12008,-1.11362,19,7,20,1,14,21,9,6,23,15,10,18,11,12,2,25,5,4,3,17,13,24,22,8,26,16
0.51038,0.5945,0.43591,0.71973,0.2256,0.54413,-0.64527,1.24871,-0.07504,0.69038,-0.55264,0.51476,-0.01976,-0.21908,-0.26948,0.12291,21,11,14,5,13,22,4,2,16,10,6,17,15,12,1,20,3,9,8,23,7,24,26,18,25,19
1.03308,1.19974,-0.06049,0.27751,-0.23094,-0.93663,0.21483,0.50794,-0.49507,0.69038,0.58761,0.51476,0.83769,1.07401,0.12008,0.12291,25,21,1,20,10,12,6,9,26,24,3,22,14,4,13,7,15,19,18,17,2,5,8,16,11,23
-1.0577,-1.22122,-1.05328,-1.93357,-1.14401,0.54413,-0.21522,-0.23282,-0.07504,0.69038,-0.93272,-1.40779,-0.44849,-0.21908,-0.65904,0.12291,15,8,22,2,13,4,18,11,1,3,17,7,23,16,10,9,20,12,5,19,21,24,26,6,25,14
-1.58039,-1.22122,-1.54967,-1.93357,-1.14401,1.03772,-1.93543,-1.34398,-1.75517,-0.11335,-1.31281,0.51476,-0.87722,-1.51217,-1.04859,0.12291,1,24,26,17,21,16,14,5,12,2,9,3,4,13,20,23,7,8,6,18,11,19,22,15,25,10
0.51038,-0.31336,0.93231,-0.1647,0.68213,-0.44304,-0.21522,0.13756,0.76503,-0.51521,-0.93272,-0.44651,-0.01976,-0.86563,0.50964,-1.11362,22,5,17,1,8,20,10,6,21,18,7,12,16,15,9,23,13,3,4,19,14,25,26,2,24,11
1.55577,0.5945,-0.06049,3.37303,0.2256,-0.44304,0.64489,-0.60321,-0.91511,1.49411,-0.17256,-1.40779,-0.01976,-0.21908,1.67832,0.12291,23,5,21,9,6,1,18,10,13,7,12,20,22,17,25,3,15,14,4,16,24,19,26,8,11,2
1.03308,0.5945,1.4287,0.71973,1.59521,1.03772,-0.21522,0.50794,-0.07504,-1.31893,0.96769,-0.44651,-0.01976,-0.21908,2.06787,-1.73188,25,7,21,6,8,16,12,3,26,20,5,19,13,15,22,24,2,17,1,14,10,23,18,4,11,9
-0.01231,-0.01074,-0.55688,-0.1647,-0.68748,-0.93663,-0.64527,1.98948,1.60509,-1.31893,-0.55264,-0.92715,-0.01976,-0.21908,0.12008,0.12291,24,7,12,1,6,23,9,2,14,16,8,4,17,11,5,18,15,13,10,21,3,25,26,20,22,19
0.51038,-0.31336,0.93231,-0.60692,-0.23094,-0.44304,0.21483,-0.60321,-0.07504,1.09224,0.58761,0.03413,0.83769,-0.21908,-1.04859,0.12291,25,21,12,11,14,6,17,3,20,19,4,23,9,1,16,18,22,24,13,8,2,7,10,5,15,26
-1.0577,-1.82646,-1.05328,-1.49135,-1.14401,1.03772,1.07494,-1.34398,0.34499,-1.31893,1.72786,-0.44651,-0.87722,1.72055,-0.65904,0.12291,20,24,17,21,19,5,22,11,26,16,13,10,14,15,25,7,8,23,6,2,4,3,12,9,1,18
1.03308,0.5945,0.43591,-0.60692,-0.23094,-2.91098,1.07494,-0.60321,-0.91511,1.49411,1.72786,0.51476,1.26642,1.72055,-1.43815,-1.11362,16,24,11,19,14,4,21,13,26,15,8,12,9,6,25,10,20,22,18,7,5,1,2,17,3,23
-0.01231,0.29188,-0.06049,0.27751,-0.23094,-0.93663,-0.21522,0.50794,1.60509,-0.91707,0.20753,2.43732,-0.87722,-0.86563,0.12008,0.74118,22,24,1,16,2,21,3,15,12,6,4,5,17,19,10,23,7,18,9,8,14,25,26,13,20,11
-1.0577,-1.22122,-1.05328,-1.49135,-1.14401,0.05054,-1.50538,-1.34398,1.18506,-0.11335,-1.69289,0.9954,-1.30595,-0.86563,-0.65904,0.12291,4,21,18,13,14,19,17,8,6,2,5,1,16,22,20,23,11,10,3,12,7,25,26,15,24,9
-0.535,-0.61598,-0.55688,-0.1647,0.2256,-0.93663,-0.21522,-0.60321,-0.49507,-0.51521,-0.17256,1.47604,0.40896,0.42746,1.28876,0.74118,14,21,4,23,1,22,3,9,19,16,2,11,15,12,24,25,6,7,8,17,13,20,26,5,18,10
-0.535,-0.61598,-0.06049,-1.04914,-0.68748,0.54413,-2.36548,-0.97359,-1.33514,-0.11335,-1.69289,0.03413,-0.44849,-1.51217,-0.26948,-0.49535,1,24,26,13,23,12,15,8,22,2,11,3,7,14,17,20,4,6,5,16,9,18,21,19,25,10
-0.535,-1.22122,-0.55688,-0.60692,-1.14401,-2.91098,3.2252,0.13756,-0.91511,1.49411,0.96769,-1.88843,-1.30595,-0.21908,-0.65904,-1.11362,10,24,16,21,18,1,22,17,23,6,20,7,13,12,25,2,19,11,14,3,8,5,9,26,4,15
-0.01231,-0.31336,-0.06049,-0.1647,0.68213,-0.93663,-0.64527,-0.60321,-0.07504,-0.51521,-0.17256,1.47604,0.40896,1.07401,0.8992,1.35944,17,18,4,21,3,19,2,11,25,23,1,8,15,13,24,22,5,10,7,14,9,20,26,6,12,16
-0.535,-0.01074,-1.05328,-0.1647,-0.68748,-1.92381,2.79515,0.87833,-1.33514,1.49411,0.20753,-2.36907,-1.30595,1.07401,0.12008,0.12291,17,25,12,21,14,2,18,19,23,6,22,7,16,11,24,1,13,9,8,3,10,5,20,26,4,15
2.60116,2.1076,1.4287,1.16195,0.68213,1.03772,-1.93543,-0.23282,0.76503,1.09224,-0.93272,0.9954,-0.01976,-0.86563,1.67832,1.97771,11,15,19,12,13,18,7,9,21,8,6,4,10,20,22,23,2,5,1,16,14,25,26,17,24,3
-1.0577,-0.9186,-0.55688,-1.04914,-0.68748,0.05054,0.21483,-0.97359,0.76503,1.09224,0.20753,0.03413,-0.44849,-0.21908,0.12008,0.12291,24,12,14,10,4,9,16,7,1,8,11,15,25,22,17,20,19,18,5,6,13,23,26,2,21,3
-0.01231,-1.22122,-0.06049,-0.1647,-0.23094,0.05054,-0.21522,2.73025,-1.75517,-0.51521,0.96769,0.03413,2.12387,-1.51217,-1.43815,0.12291,19,15,12,10,17,23,11,2,25,14,5,16,1,3,6,18,7,9,13,20,4,21,8,24,22,26
-0.01231,0.29188,0.43591,0.27751,1.59521,0.05054,0.21483,0.50794,-0.49507,-0.51521,-0.55264,0.03413,1.26642,0.42746,1.28876,-0.49535,23,2,17,12,10,18,4,1,26,25,8,22,11,7,6,15,5,3,9,24,13,20,14,16,21,19
-0.01231,-0.01074,-0.06049,-0.1647,0.68213,0.54413,-1.07533,-0.23282,-0.91511,-0.51521,-0.17256,0.9954,1.26642,-0.21908,0.12008,1.35944,8,13,15,16,10,24,1,7,23,19,3,14,4,9,6,22,2,5,11,26,12,20,17,18,25,21
-0.01231,-0.01074,0.43591,-0.1647,0.68213,0.05054,0.21483,0.13756,-0.07504,-0.51521,-0.17256,0.03413,1.26642,-0.86563,0.50964,0.74118,18,2,15,8,11,20,3,5,25,23,6,19,10,9,4,24,7,1,12,21,13,22,16,14,26,17
0.51038,0.29188,1.4287,0.27751,0.68213,0.05054,-0.21522,-0.60321,0.34499,0.69038,-0.17256,0.03413,-0.01976,-0.21908,-0.26948,-0.49535,23,7,20,3,9,15,14,2,11,18,4,22,19,12,8,21,16,13,5,17,6,24,26,1,25,10
-1.0577,-0.01074,-1.05328,-0.1647,-0.68748,0.05054,-0.21522,-1.71436,0.76503,1.89597,-0.17256,0.03413,-1.30595,-0.21908,-1.04859,0.12291,18,14,16,12,11,7,21,8,1,2,13,3,23,20,25,17,22,19,5,4,9,24,26,10,15,6
-0.01231,-0.61598,0.43591,0.71973,-0.23094,0.54413,-0.21522,1.6191,1.18506,-0.51521,-0.17256,0.03413,-0.01976,-0.21908,0.12008,0.12291,24,6,12,3,9,23,4,2,14,17,10,18,19,13,1,20,5,11,8,21,7,25,26,16,22,15
1.55577,1.50236,0.43591,0.71973,-0.23094,1.03772,-1.93543,-0.23282,-0.49507,0.28852,-1.69289,0.03413,-0.01976,-1.51217,0.50964,0.74118,1,17,23,11,20,18,12,8,25,5,9,4,7,15,14,22,3,2,6,19,13,21,24,16,26,10
-1.0577,-1.82646,-1.05328,-1.49135,-1.14401,0.54413,-0.64527,0.87833,-0.07504,-0.91707,-0.17256,0.03413,-0.01976,-0.21908,0.12008,0.12291,20,5,18,6,11,23,2,4,7,14,12,15,19,17,1,21,3,9,8,22,10,24,26,13,25,16
-0.535,-0.01074,-1.05328,-0.1647,0.2256,0.05054,-0.21522,1.24871,-0.07504,-0.51521,-0.17256,-0.44651,-0.44849,-0.21908,1.28876,0.74118,24,1,13,4,9,22,2,7,11,14,12,17,20,19,3,18,8,6,5,21,15,25,26,16,23,10
1.03308,0.5945,1.4287,0.71973,2.05175,0.54413,-1.50538,0.87833,-0.91511,-0.51521,-0.17256,-0.44651,2.12387,-0.86563,0.8992,-2.96841,13,12,23,11,16,17,10,6,26,21,4,15,1,8,14,18,3,2,9,20,5,24,7,25,19,22
-1.0577,-0.01074,-1.05328,-0.1647,-0.23094,0.05054,0.21483,0.13756,1.18506,-0.51521,-0.17256,0.9954,-0.87722,0.42746,1.28876,-0.49535,24,16,5,17,1,20,3,10,6,15,9,12,23,22,11,21,7,18,4,13,14,25,26,8,19,2
-0.01231,-0.01074,0.43591,-0.1647,1.13867,0.54413,1.07494,0.13756,-1.33514,-0.51521,0.20753,0.03413,1.69515,0.42746,0.12008,0.74118,19,17,18,20,15,16,9,3,26,25,12,24,4,2,7,10,5,8,13,21,11,6,1,23,14,22
-0.535,-0.61598,-0.06049,-0.60692,-0.68748,0.05054,-0.21522,-0.60321,0.76503,1.09224,-0.17256,0.03413,-0.87722,0.42746,0.50964,-0.49535,22,7,13,8,4,6,12,10,2,11,14,16,25,24,17,18,19,21,5,9,15,23,26,3,20,1
-1.58039,-1.52384,-1.54967,-1.49135,-1.14401,0.54413,-0.21522,0.50794,-1.33514,-0.91707,-0.17256,0.51476,-0.44849,0.42746,-0.26948,1.35944,13,16,9,22,8,25,2,5,4,15,7,19,20,17,3,18,1,10,6,26,12,21,24,11,23,14
0.51038,0.89712,0.93231,0.71973,1.59521,0.54413,0.64489,0.87833,0.34499,-0.91707,0.58761,0.51476,1.26642,-0.86563,0.12008,0.12291,25,13,14,11,12,20,8,2,26,24,6,18,4,5,1,21,3,9,10,16,7,19,15,17,23,22
-1.0577,-1.82646,-1.54967,-1.49135,-0.68748,0.05054,0.21483,0.13756,-0.07504,-0.51521,-0.17256,0.03413,-0.01976,-0.21908,-0.65904,0.12291,23,11,15,6,14,20,5,3,2,16,13,18,21,12,1,24,9,10,8,19,7,22,26,4,25,17
0.51038,-0.31336,-0.06049,-0.60692,-0.23094,-1.43022,1.50499,-1.34398,0.76503,1.09224,0.96769,-0.92715,-0.87722,1.07401,-0.65904,-1.73188,23,25,12,17,14,2,24,13,22,8,10,7,19,11,26,4,21,20,9,1,5,6,16,18,3,15
0.51038,1.19974,0.43591,1.16195,0.2256,-1.92381,-1.50538,-0.60321,1.60509,-2.52452,-2.45306,0.03413,-1.30595,-0.86563,-1.04859,-1.73188,6,23,14,7,13,17,20,11,22,3,4,1,10,16,25,21,19,15,5,8,2,24,26,9,18,12
-0.01231,0.29188,0.43591,0.27751,0.68213,-0.93663,-0.64527,-0.23282,-0.07504,-0.11335,-0.17256,1.47604,1.26642,0.42746,0.12008,0.12291,17,23,4,15,3,18,2,9,26,22,1,12,7,5,8,19,10,11,14,20,6,16,24,13,21,25
0.51038,0.5945,-0.06049,0.71973,-0.23094,-0.93663,0.21483,0.50794,1.18506,1.49411,0.96769,1.95668,-0.44849,1.07401,-0.26948,-0.49535,24,25,1,21,2,9,7,17,22,10,4,8,19,14,18,15,11,23,13,3,5,20,26,12,6,16
-1.58039,-2.12908,-1.54967,-2.37579,-1.60055,0.05054,0.21483,2.35986,-1.75517,-0.51521,-0.55264,0.03413,-0.01976,-0.21908,-1.43815,0.12291,19,17,15,11,18,24,14,1,8,6,7,16,3,2,5,13,9,10,12,26,4,25,21,22,20,23
-0.535,-0.61598,0.43591,-1.04914,-0.68748,1.03772,-0.64527,-1.34398,1.18506,1.09224,-0.93272,0.03413,-0.44849,-0.21908,-0.26948,0.74118,17,11,21,6,10,16,19,8,1,3,9,7,23,18,22,20,14,13,4,15,12,25,26,2,24,5
1.03308,0.5945,1.9251,0.71973,1.59521,0.54413,-0.64527,-0.97359,0.34499,0.69038,-0.17256,0.51476,-0.01976,-0.21908,0.12008,-0.49535,21,9,23,5,8,17,14,2,15,18,3,20,12,13,16,22,11,10,4,19,6,26,25,1,24,7
-0.535,-0.01074,-1.05328,-0.1647,-0.68748,-1.92381,-0.21522,0.50794,2.02513,-0.51521,-0.17256,3.39859,-1.30595,-0.21908,1.28876,-0.49535,23,25,2,17,1,13,5,20,8,6,4,3,16,18,21,19,12,22,10,7,14,24,26,15,11,9
-1.0577,-0.01074,-0.55688,-0.1647,-0.68748,2.51848,-1.50538,-0.23282,-0.91511,1.09224,-2.07297,0.03413,-0.44849,-1.51217,-0.65904,0.12291,1,20,25,10,17,11,21,9,22,2,7,3,4,14,24,19,8,5,6,18,12,16,23,13,26,15
-0.01231,-0.61598,-0.06049,1.16195,-0.68748,-2.91098,2.79515,0.13756,-0.49507,1.49411,1.34777,-1.40779,-1.30595,-0.21908,-0.65904,-1.73188,11,24,15,20,18,1,22,19,23,6,17,8,12,10,26,4,21,13,14,2,7,5,9,25,3,16
1.03308,0.5945,0.43591,-0.60692,-0.23094,0.54413,-0.21522,-0.97359,1.18506,0.28852,-0.17256,0.03413,0.40896,0.42746,0.12008,0.12291,25,9,17,6,5,20,11,2,12,23,4,19,22,10,13,21,14,16,3,15,8,24,26,1,18,7
2.07847,1.80498,0.43591,0.71973,0.2256,1.03772,-0.64527,0.13756,-0.07504,1.09224,-0.93272,0.51476,1.26642,-1.51217,1.28876,1.35944,13,4,19,9,10,20,6,8,25,14,2,15,7,11,16,23,3,1,5,21,18,24,22,12,26,17
0.51038,0.5945,1.4287,0.27751,2.05175,0.05054,-0.21522,-0.23282,-1.33514,-0.11335,0.58761,0.03413,0.83769,1.07401,0.12008,0.12291,21,17,19,20,15,16,8,2,26,25,5,24,3,6,13,10,7,18,14,22,12,4,1,9,11,23
0.51038,0.5945,-0.06049,-0.60692,-0.23094,1.5313,0.21483,-0.23282,-0.49507,1.49411,-0.93272,-1.40779,0.40896,1.07401,0.50964,0.74118,19,5,24,3,8,2,18,13,25,10,11,15,21,6,23,1,12,9,4,20,22,16,26,7,14,17
0.51038,-0.61598,0.43591,0.71973,-0.23094,-0.93663,0.21483,1.98948,1.60509,-0.51521,0.20753,-1.40779,-0.01976,-0.21908,0.12008,0.12291,25,9,7,1,3,23,10,2,19,18,5,13,16,6,4,11,17,14,12,15,8,24,26,21,22,20
-0.535,-0.9186,-0.06049,-1.04914,-0.68748,1.03772,-0.64527,-0.97359,0.76503,0.69038,-0.93272,-0.44651,-0.87722,0.42746,0.50964,1.35944,19,3,22,4,6,14,15,11,5,9,12,8,23,24,20,16,13,10,1,17,18,25,26,7,21,2
1.03308,-0.01074,1.9251,1.60416,2.05175,1.03772,1.93504,-0.60321,-1.33514,-0.11335,0.20753,-0.92715,0.40896,1.72055,1.67832,-1.11362,17,19,24,23,18,4,16,9,26,20,15,22,10,11,25,3,6,12,7,8,14,5,2,21,1,13
-0.01231,0.29188,-0.06049,-0.1647,-0.68748,0.05054,-1.07533,3.8414,-1.75517,-0.51521,0.58761,0.03413,-0.01976,-0.21908,-1.43815,0.12291,22,14,16,7,17,23,18,1,15,6,5,13,4,3,9,10,8,11,12,20,2,25,21,26,19,24
1.55577,0.5945,2.42149,0.71973,2.05175,1.5313,-0.64527,-0.60321,0.34499,0.69038,-1.31281,0.03413,0.83769,-0.86563,0.50964,0.74118,13,6,24,5,11,18,15,3,23,17,2,14,4,10,19,20,9,1,8,22,12,25,21,7,26,16
1.55577,0.89712,0.43591,-0.1647,0.2256,0.54413,-0.64527,-0.23282,-0.07504,-0.51521,0.20753,-0.44651,1.26642,-0.86563,0.12008,-1.11362,16,7,21,4,15,19,11,2,26,23,6,18,1,3,5,24,12,8,9,17,10,22,14,13,25,20
0.51038,-0.01074,0.43591,-0.1647,0.68213,1.03772,0.64489,0.50794,-0.91511,-0.51521,-0.93272,-0.92715,0.83769,-0.86563,1.67832,0.12291,15,2,24,6,11,17,9,3,25,16,10,19,8,7,12,18,5,1,4,23,20,22,21,13,26,14
-1.0577,-1.52384,-1.05328,-1.04914,-0.68748,0.05054,0.21483,0.13756,-0.49507,-0.51521,-0.17256,-0.92715,0.83769,-0.21908,-1.04859,-1.11362,23,11,25,3,20,8,14,2,10,17,9,21,6,1,4,16,19,13,7,15,5,18,22,12,24,26
-0.535,-0.9186,-0.06049,0.27751,1.13867,0.54413,0.64489,0.13756,-2.17521,-0.11335,-0.17256,-0.92715,0.83769,0.42746,0.50964,0.12291,17,19,22,20,11,18,6,1,24,23,12,26,8,3,5,2,4,10,7,25,21,13,9,15,14,16
-0.535,0.29188,-0.55688,0.27751,-0.68748,-0.44304,-0.21522,0.87833,2.02513,-0.91707,-0.17256,2.91795,-0.87722,-0.21908,0.12008,0.74118,23,24,1,18,2,22,3,15,8,6,4,5,19,16,10,21,7,20,9,11,13,25,26,14,17,12
-0.535,-0.61598,-0.06049,-0.60692,0.2256,1.03772,-0.64527,-0.60321,0.34499,1.09224,-0.93272,-0.44651,0.40896,-0.86563,0.50964,0.74118,13,2,23,1,10,18,14,7,15,6,9,11,19,16,17,22,12,3,5,21,20,24,26,4,25,8
-0.01231,0.89712,0.43591,0.71973,0.2256,0.54413,-0.21522,-0.97359,2.02513,1.09224,-0.17256,0.03413,-0.87722,-0.86563,0.8992,0.12291,24,11,13,8,4,19,12,6,5,9,7,10,21,23,18,22,14,17,3,15,16,25,26,2,20,1
0.51038,0.5945,0.93231,1.16195,1.59521,-0.93663,0.21483,-0.23282,-0.91511,-0.11335,-0.17256,0.51476,0.83769,1.72055,2.45743,0.74118,23,10,14,22,8,13,2,7,26,24,1,21,12,16,25,19,4,15,6,20,18,11,3,9,5,17
1.03308,0.5945,1.4287,0.71973,0.68213,1.03772,-0.21522,-0.97359,1.60509,1.09224,-0.93272,0.51476,-0.44849,-0.21908,0.50964,1.35944,24,10,16,7,4,18,14,6,9,13,5,12,21,20,19,22,8,11,3,17,15,25,26,1,23,2
1.55577,0.5945,0.93231,-0.60692,-0.23094,-0.44304,1.07494,-1.34398,-0.91511,-0.11335,1.34777,-0.44651,1.69515,2.3671,-1.04859,-0.49535,17,22,14,21,19,8,18,10,26,23,11,16,4,5,24,9,12,20,13,6,7,2,1,15,3,25
-0.01231,0.5945,-0.55688,0.71973,0.2256,0.05054,-0.21522,3.10063,-1.75517,-0.51521,-0.17256,0.03413,-0.01976,-0.21908,-1.43815,0.12291,21,13,17,7,18,25,16,1,14,9,5,15,4,2,6,11,8,10,12,22,3,26,19,24,20,23
0.51038,0.89712,-0.06049,-0.1647,-0.23094,1.5313,-1.93543,-0.60321,-0.91511,1.09224,-0.17256,0.9954,-0.01976,1.07401,0.12008,1.35944,2,26,22,21,17,13,6,15,25,4,8,5,10,19,24,12,1,16,3,18,7,11,20,23,14,9
1.55577,2.1076,-0.06049,1.16195,0.2256,-0.93663,-0.64527,0.87833,-0.49507,0.69038,-0.17256,0.51476,1.26642,0.42746,0.50964,-0.49535,25,14,8,12,10,17,2,6,26,22,1,19,7,3,5,11,13,9,15,23,4,18,16,20,21,24
