A1,A2,A3,A4,A5,A6,A7,A8,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10
0.21769,0.08127,-0.46206,0.13728,-0.09759,-0.09913,-0.34418,-0.52792,9,10,2,8,6,5,3,4,7,1
-1.09376,1.29209,-0.11581,-0.37348,-0.09759,-0.09913,0.6943,-0.24611,8,10,2,9,6,5,4,3,7,1
0.14483,-0.80667,1.1538,-1.03017,-0.09759,-0.09913,0.86738,-0.52792,7,10,3,9,6,8,4,2,5,1
1.96629,2.34147,0.92296,-0.22755,-0.09759,-0.09913,-0.34418,-0.52792,9,10,1,3,4,8,5,6,7,2
-0.21946,-0.32234,1.03838,1.66955,-0.09759,-0.09913,1.04046,-0.52792,7,10,3,9,6,8,2,4,5,1
1.67485,2.66436,-0.80832,0.28321,-0.09759,-0.09913,0.86738,-0.52792,9,10,1,2,4,6,5,7,8,3
2.03914,1.93786,0.92296,-0.08162,10.24695,-0.09913,0.52122,-0.52792,3,1,6,7,2,5,8,4,9,10
1.45628,1.21137,0.46129,0.13728,-0.09759,-0.09913,1.73277,1.16294,7,10,9,1,5,6,4,3,8,2
-0.21946,0.32343,-1.50083,-0.88424,-0.09759,-0.09913,0.00198,-0.52792,9,10,2,7,6,3,4,5,8,1
0.43627,0.16199,-0.23123,-0.66534,-0.09759,-0.09913,-0.69033,-0.52792,9,10,2,7,6,5,4,3,8,1
0.50912,-0.72595,1.03838,-0.15458,-0.09759,-0.09913,-1.72881,-0.52792,7,10,2,9,5,8,4,3,6,1
0.43627,-0.72595,0.92296,-0.37348,-0.09759,-0.09913,-1.38265,-0.52792,7,10,2,9,6,8,4,3,5,1
0.58198,0.48487,-0.57748,-1.03017,-0.09759,-0.09913,0.17506,-0.52792,9,10,2,3,7,6,4,5,8,1
0.21769,-0.96812,1.84631,-0.08162,-0.09759,-0.09913,-1.20957,-0.52792,7,10,2,9,6,8,4,3,5,1
-1.16661,-1.12956,0.46129,-1.10313,-0.09759,-0.09913,-2.42112,-0.62186,6,10,3,9,5,8,4,2,7,1
1.38342,0.88848,-1.38541,0.06431,-0.09759,-0.09913,0.34814,-0.52792,9,10,1,3,4,5,6,7,8,2
-0.94804,0.24271,1.1538,-0.51941,-0.09759,6.50963,-1.38265,-0.52792,3,4,5,6,7,8,2,9,1,10
-0.65661,-0.40306,0.34587,-0.66534,-0.09759,-0.09913,0.17506,-0.24611,8,10,2,9,7,5,4,3,6,1
-1.38519,-0.32234,0.46129,1.88844,-0.09759,-0.09913,0.00198,0.59932,7,10,8,9,4,6,3,2,5,1
-1.0209,-1.04884,-1.96251,-0.88424,-0.09759,-0.09913,1.21354,0.31751,7,10,8,9,5,2,4,3,6,1
2.33058,2.26075,-0.11581,-0.22755,-0.09759,-0.09913,-0.69033,-0.52792,9,10,1,2,4,8,5,7,6,3
2.33058,2.01858,0.46129,-0.22755,-0.09759,-0.09913,-0.69033,-0.52792,9,10,1,2,4,8,5,6,7,3
-0.65661,0.08127,0.92296,-0.81127,-0.09759,-0.09913,-0.86341,-0.05824,8,10,3,9,6,7,4,2,5,1
-0.87518,0.08127,2.88508,-0.66534,-0.09759,-0.09913,0.86738,-0.52792,5,10,4,9,6,8,2,3,7,1
-0.87518,0.08127,2.88508,-0.66534,-0.09759,-0.09913,0.86738,-0.52792,5,10,4,9,6,8,2,3,7,1
0.21769,-0.48379,0.11503,0.5021,-0.09759,-0.09913,0.34814,-0.52792,8,10,2,9,7,6,3,4,5,1
-0.29232,0.32343,2.4234,-0.81127,-0.09759,-0.09913,1.55969,-0.52792,6,10,2,9,5,8,3,4,7,1
-0.72947,0.48487,-0.23123,-0.88424,-0.09759,-0.09913,-0.51725,-0.52792,8,10,2,9,7,5,4,3,6,1
0.21769,0.24271,1.1538,-0.9572,-0.09759,-0.09913,-0.1711,-0.52792,7,10,2,9,6,8,4,3,5,1
-0.58375,0.5656,2.53882,-0.30051,-0.09759,-0.09913,1.21354,-0.52792,6,10,2,9,5,8,3,4,7,1
-0.36517,-1.85605,0.80754,0.721,-0.09759,-0.09913,0.34814,-0.90367,8,10,4,9,7,6,3,2,5,1
-2.18663,-1.93677,0.23045,-0.88424,-0.09759,-0.09913,0.52122,1.53869,5,10,9,8,6,3,4,2,7,1
0.07197,0.24271,0.5767,-0.88424,-0.09759,-0.09913,0.17506,-0.52792,8,10,2,9,6,7,4,3,5,1
-0.43803,1.45353,-0.57748,1.81548,-0.09759,-0.09913,0.34814,1.25688,7,10,9,4,6,5,3,2,8,1
-1.67662,-0.88739,1.84631,-1.10313,-0.09759,-0.09913,-1.03649,-0.52792,6,10,4,9,7,8,3,2,5,1
0.36341,-0.64523,-1.84709,0.28321,-0.09759,-0.09913,0.34814,-0.52792,9,10,2,7,5,3,4,6,8,1
-1.16661,-0.64523,-2.30876,-0.22755,-0.09759,-0.09913,0.52122,-0.52792,8,10,4,9,5,2,3,6,7,1
-0.43803,0.24271,0.23045,-0.22755,-0.09759,10.87141,0.17506,-0.52792,3,4,5,6,7,8,2,9,1,10
0.65484,0.64632,0.69212,-0.37348,-0.09759,-0.09913,0.6943,0.50538,9,10,7,4,5,8,3,2,6,1
-0.80232,-1.77533,-0.46206,-1.03017,-0.09759,-0.09913,-1.55573,-0.52792,8,10,3,9,7,4,5,2,6,1
0.43627,-0.56451,0.46129,-0.73831,-0.09759,-0.09913,0.00198,-0.52792,8,10,2,9,6,7,4,3,5,1
-1.0209,1.45353,-1.38541,-1.32203,-0.09759,-0.09913,0.52122,-0.24611,9,10,3,8,5,2,4,6,7,1
-1.67662,-1.12956,1.1538,0.5021,-0.09759,-0.09913,-2.24804,0.31751,4,10,7,9,5,8,3,2,6,1
-1.09376,-0.80667,1.03838,-0.30051,-0.09759,-0.09913,-0.51725,0.88113,5,10,8,9,7,4,3,2,6,1
-0.58375,-1.45244,-0.00039,-0.37348,-0.09759,-0.09913,0.17506,-0.52792,8,10,3,9,7,5,4,2,6,1
-1.96805,-2.4211,0.34587,-0.44645,-0.09759,-0.09913,-1.03649,-0.52792,8,10,6,9,7,3,5,2,4,1
0.36341,0.32343,0.69212,-0.30051,-0.09759,-0.09913,0.00198,0.88113,8,10,9,5,6,4,3,2,7,1
-1.0209,-2.09822,-0.11581,-0.73831,-0.09759,-0.09913,0.17506,-0.52792,8,10,6,9,7,3,4,2,5,1
-0.87518,-0.1609,1.03838,-0.30051,-0.09759,-0.09913,-0.69033,-0.52792,8,10,2,9,6,7,4,3,5,1
2.18486,-0.32234,-0.00039,-0.81127,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,3,4,8,6,5,7,1
0.7277,0.48487,-0.34665,-0.44645,-0.09759,-0.09913,0.00198,0.97507,8,10,9,2,6,4,5,3,7,1
-0.65661,-2.09822,0.46129,-0.00865,-0.09759,-0.09913,-1.55573,-0.52792,8,10,3,9,7,6,4,2,5,1
-0.21946,1.21137,0.46129,2.6181,-0.09759,-0.09913,0.52122,0.78719,7,10,9,4,5,8,1,3,6,2
-0.51089,-0.88739,0.46129,-0.88424,-0.09759,-0.09913,-0.51725,-0.52792,8,10,3,9,7,6,4,2,5,1
-0.00088,0.08127,0.23045,-1.24906,-0.09759,-0.09913,-0.34418,-0.24611,8,10,2,9,7,6,4,3,5,1
0.21769,0.88848,0.23045,-0.37348,-0.09759,-0.09913,0.86738,0.22357,9,10,2,5,6,7,4,3,8,1
0.29055,-0.64523,-1.03916,-0.73831,-0.09759,-0.09913,0.34814,-0.52792,9,10,2,8,6,3,4,5,7,1
-0.29232,-1.21028,0.34587,-0.73831,-0.09759,-0.09913,0.17506,0.12964,8,10,6,9,7,4,3,2,5,1
-0.29232,-0.56451,-0.11581,3.85851,-0.09759,-0.09913,-0.1711,3.32349,3,10,9,4,7,5,2,1,8,6
0.07197,0.40415,-1.73167,-0.73831,-0.09759,-0.09913,0.17506,1.8205,7,10,9,4,6,2,5,3,8,1
0.43627,0.16199,0.5767,-0.51941,-0.09759,-0.09913,0.6943,-0.52792,9,10,2,8,6,7,4,3,5,1
0.80056,-1.61389,1.03838,-1.03017,-0.09759,-0.09913,-0.1711,-0.05824,8,10,4,9,6,7,3,2,5,1
-0.94804,0.24271,-0.46206,-0.22755,-0.09759,-0.09913,-0.51725,-0.52792,8,10,2,9,7,4,5,3,6,1
2.40343,0.64632,-1.96251,-1.61389,-0.09759,-0.09913,0.52122,-0.52792,9,10,3,1,4,5,6,7,8,2
-0.80232,-0.40306,0.34587,-0.59238,-0.09759,-0.09913,0.6943,-0.52792,8,10,2,9,7,5,4,3,6,1
0.14483,0.32343,-0.00039,-0.37348,-0.09759,-0.09913,-0.34418,0.22357,9,10,3,8,6,5,4,2,7,1
-1.09376,-0.88739,0.80754,-1.10313,-0.09759,-0.09913,-0.34418,-0.52792,8,10,4,9,7,6,3,2,5,1
-1.0209,-0.08018,-2.30876,-0.30051,-0.09759,-0.09913,0.34814,0.31751,8,10,6,9,4,2,3,5,7,1
2.03914,1.61498,-2.07793,-0.22755,-0.09759,-0.09913,0.52122,-0.52792,9,10,3,1,4,5,6,7,8,2
0.36341,-0.32234,0.34587,-1.10313,-0.09759,-0.09913,0.34814,1.91444,5,10,9,6,7,3,4,1,8,2
-0.36517,0.48487,0.46129,0.42914,-0.09759,-0.09913,1.21354,-0.52792,8,10,2,9,6,7,3,4,5,1
-0.36517,0.48487,0.34587,0.42914,-0.09759,-0.09913,1.21354,-0.52792,8,10,2,9,5,7,3,4,6,1
-1.5309,-0.56451,-1.15458,-0.81127,-0.09759,-0.09913,0.52122,-0.52792,8,10,4,9,6,2,5,3,7,1
0.14483,2.01858,-1.50083,-0.88424,-0.09759,-0.09913,-0.69033,-0.52792,9,10,2,3,5,4,6,7,8,1
1.52914,0.48487,-1.27,0.06431,-0.09759,-0.09913,0.34814,-0.52792,9,10,1,3,4,6,5,7,8,2
0.58198,0.80776,-0.80832,-1.03017,-0.09759,-0.09913,0.86738,-0.52792,9,10,2,3,6,5,4,7,8,1
0.29055,1.21137,-0.11581,0.57507,-0.09759,-0.09913,0.34814,-0.52792,9,10,1,3,6,7,4,5,8,2
0.50912,0.72704,-0.6929,-0.73831,-0.09759,-0.09913,0.34814,-0.52792,9,10,2,3,7,5,4,6,8,1
0.65484,0.64632,-0.46206,-0.51941,-0.09759,-0.09913,1.04046,-0.05824,9,10,2,3,7,6,4,5,8,1
3.05916,0.88848,-1.15458,-0.30051,-0.09759,-0.09913,0.6943,-0.52792,9,10,1,2,4,8,5,7,6,3
0.36341,0.48487,-0.57748,-0.88424,-0.09759,-0.09913,0.6943,-0.52792,9,10,2,6,7,4,3,5,8,1
0.94627,0.88848,-1.03916,-0.30051,-0.09759,-0.09913,0.17506,-0.52792,9,10,2,3,6,4,5,7,8,1
0.58198,0.24271,-1.38541,-0.59238,-0.09759,-0.09913,0.34814,-0.52792,9,10,2,4,6,3,5,7,8,1
-1.0209,-0.32234,-0.80832,-0.51941,-0.09759,-0.09913,-0.34418,-0.52792,8,10,2,9,7,3,5,4,6,1
-1.31233,-0.24162,0.5767,-1.03017,-0.09759,-0.09913,0.34814,-0.52792,8,10,3,9,7,6,4,2,5,1
-1.16661,-0.96812,-0.57748,-0.51941,-0.09759,-0.09913,0.17506,-0.52792,8,10,4,9,7,2,5,3,6,1
0.87341,0.64632,-0.46206,-0.9572,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,3,6,7,4,5,8,1
0.21769,1.45353,-0.92374,-0.51941,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,3,6,4,5,7,8,1
1.67485,0.40415,-1.03916,-0.73831,-0.09759,-0.09913,-0.69033,-0.52792,9,10,1,3,4,6,5,7,8,2
0.36341,-0.32234,-0.46206,0.35617,-0.09759,-0.09913,1.38661,1.91444,6,10,9,4,7,3,5,1,8,2
-1.09376,0.80776,-0.34665,-0.9572,-0.09759,-0.09913,0.34814,1.44475,6,10,9,8,5,3,4,2,7,1
1.96629,2.42219,0.11503,1.01286,10.24695,-0.09913,0.6943,-0.52792,3,1,6,7,2,5,8,4,9,10
1.96629,2.98724,-0.34665,0.79396,-0.09759,-0.09913,-0.34418,-0.52792,9,10,1,2,4,8,5,7,6,3
-1.09376,-0.32234,-0.11581,-0.81127,10.24695,-0.09913,0.86738,0.69326,3,1,6,7,2,5,8,4,9,10
-0.51089,0.08127,-0.23123,-0.88424,-0.09759,-0.09913,0.00198,-0.52792,8,10,2,9,7,5,4,3,6,1
0.50912,0.88848,-0.57748,-0.00865,-0.09759,-0.09913,0.00198,-0.52792,9,10,1,3,7,5,4,6,8,2
0.94627,0.9692,-0.92374,-1.03017,-0.09759,-0.09913,0.34814,-0.24611,9,10,2,3,6,4,5,7,8,1
-1.82234,-0.80667,0.11503,-0.59238,-0.09759,-0.09913,0.00198,-0.05824,8,10,6,9,7,3,4,2,5,1
0.43627,0.9692,0.34587,-0.15458,-0.09759,-0.09913,1.21354,-0.52792,9,10,2,5,6,8,3,4,7,1
0.58198,0.80776,0.11503,-0.15458,-0.09759,-0.09913,0.52122,-0.52792,9,10,1,3,6,8,4,5,7,2
1.52914,0.72704,0.34587,-0.81127,-0.09759,-0.09913,-0.1711,0.50538,9,10,6,2,5,8,4,3,7,1
-0.29232,-1.21028,-1.96251,-0.66534,-0.09759,-0.09913,0.86738,-0.52792,8,10,3,9,6,2,4,5,7,1
0.29055,0.40415,-0.92374,-0.30051,-0.09759,-0.09913,-0.34418,-0.52792,9,10,2,5,7,3,4,6,8,1
-0.80232,-0.48379,-2.5396,-1.03017,-0.09759,-0.09913,-0.69033,-0.05824,8,10,6,9,3,2,4,5,7,1
-1.23947,-0.48379,-0.11581,-1.32203,-0.09759,-0.09913,-0.34418,2.00837,4,10,9,8,6,3,5,1,7,2
2.25772,2.58363,-1.03916,0.721,-0.09759,-0.09913,-1.90189,-0.52792,9,10,1,2,4,8,5,6,7,3
1.38342,0.80776,0.11503,-0.9572,-0.09759,10.87141,0.34814,-0.52792,3,4,5,6,7,8,2,9,1,10
-0.29232,-0.1609,-0.6929,-0.37348,-0.09759,-0.09913,0.86738,-0.52792,8,10,2,9,6,3,5,4,7,1
-1.09376,-1.12956,0.80754,-0.66534,-0.09759,-0.09913,0.34814,-0.52792,8,10,4,9,7,6,3,2,5,1
1.74771,1.77642,-0.34665,-0.08162,-0.09759,-0.09913,1.21354,-0.52792,9,10,1,2,4,8,5,6,7,3
0.29055,0.5656,0.23045,-0.51941,-0.09759,-0.09913,1.55969,3.69923,4,10,9,2,7,3,6,1,8,5
-0.58375,0.16199,-1.15458,-0.66534,-0.09759,-0.09913,0.00198,-0.15217,8,10,3,9,6,2,4,5,7,1
2.9863,2.18003,-1.84709,1.52362,-0.09759,-0.09913,0.34814,0.31751,9,10,4,1,3,6,5,7,8,2
2.25772,3.22941,-1.27,1.08583,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,1,4,7,5,8,6,3
-0.36517,-0.80667,0.69212,-0.88424,-0.09759,-0.09913,0.6943,-0.52792,8,10,3,9,7,6,4,2,5,1
-0.21946,-0.24162,0.92296,-0.73831,-0.09759,-0.09913,-0.1711,0.0357,8,10,4,9,6,7,3,2,5,1
-0.65661,-0.88739,0.11503,1.88844,-0.09759,-0.09913,-0.1711,-0.52792,8,10,4,9,6,7,2,3,5,1
-0.94804,-1.291,-2.07793,-0.30051,-0.09759,-0.09913,1.04046,-0.52792,8,10,5,9,6,2,4,3,7,1
1.38342,0.80776,-0.00039,0.35617,-0.09759,-0.09913,0.86738,-0.52792,9,10,1,3,5,8,4,6,7,2
-1.09376,0.48487,-1.61625,0.28321,-0.09759,-0.09913,0.52122,-0.24611,8,10,3,9,5,2,4,6,7,1
2.47629,1.29209,-1.61625,3.78554,-0.09759,-0.09913,-0.1711,2.10231,6,10,9,1,3,7,2,4,8,5
0.07197,0.64632,0.46129,0.21024,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,8,6,7,3,4,5,1
-0.94804,-0.56451,1.38464,0.06431,-0.09759,-0.09913,-0.34418,-0.52792,7,10,3,9,6,8,4,2,5,1
0.36341,1.29209,0.80754,0.42914,-0.09759,-0.09913,1.21354,0.59932,9,10,7,4,5,8,3,2,6,1
-0.1466,-1.21028,-0.92374,-0.37348,-0.09759,-0.09913,1.21354,-0.52792,8,10,2,9,6,3,5,4,7,1
0.87341,0.64632,0.23045,-0.81127,-0.09759,-0.09913,0.34814,0.12964,9,10,2,3,6,8,5,4,7,1
0.43627,0.72704,0.34587,-0.73831,-0.09759,-0.09913,-4.49807,1.35082,4,10,9,3,5,7,6,1,8,2
-0.43803,0.08127,-1.50083,-0.81127,-0.09759,-0.09913,0.17506,-0.52792,9,10,3,8,6,2,4,5,7,1
-0.43803,-0.48379,-0.11581,-0.81127,-0.09759,-0.09913,-0.69033,-0.05824,8,10,3,9,7,5,4,2,6,1
-0.00088,0.00054,-0.23123,-0.66534,-0.09759,-0.09913,-0.51725,-0.15217,9,10,2,8,7,5,4,3,6,1
0.7277,0.80776,-0.11581,0.28321,-0.09759,-0.09913,0.52122,-0.52792,9,10,1,3,6,8,4,5,7,2
-0.07374,-0.32234,-1.84709,-0.37348,-0.09759,-0.09913,0.86738,-0.52792,9,10,3,7,5,2,4,6,8,1
-1.09376,1.45353,0.80754,1.01286,-0.09759,-0.09913,0.52122,0.78719,7,10,9,8,4,5,3,2,6,1
1.45628,1.53425,-0.80832,0.5021,-0.09759,-0.09913,1.38661,-0.52792,9,10,1,2,4,7,5,6,8,3
-1.96805,-1.61389,0.92296,-0.30051,-0.09759,-0.09913,-0.34418,-0.05824,8,10,6,9,7,5,3,2,4,1
-0.36517,-0.64523,0.23045,-0.44645,-0.09759,-0.09913,0.00198,-0.24611,8,10,2,9,7,5,4,3,6,1
0.07197,-1.21028,-0.46206,-0.81127,-0.09759,-0.09913,0.17506,1.35082,5,10,9,8,6,3,4,2,7,1
-0.58375,-0.88739,-0.34665,-0.9572,-0.09759,-0.09913,0.00198,-0.05824,8,10,5,9,7,3,4,2,6,1
-1.31233,-0.96812,0.23045,-0.44645,-0.09759,-0.09913,0.34814,0.0357,8,10,6,9,7,4,3,2,5,1
0.65484,1.21137,0.23045,0.28321,-0.09759,-0.09913,-0.69033,0.31751,9,10,3,2,6,8,4,5,7,1
-0.65661,0.16199,-1.03916,-1.10313,-0.09759,-0.09913,0.6943,0.69326,7,10,9,8,5,2,4,3,6,1
-0.94804,-1.37172,-0.00039,-1.03017,-0.09759,-0.09913,0.17506,2.47806,4,10,9,8,6,2,5,1,7,3
-0.36517,0.48487,-0.11581,-0.66534,-0.09759,-0.09913,0.34814,-0.52792,8,10,2,9,7,5,4,3,6,1
0.43627,0.32343,1.03838,-0.88424,-0.09759,-0.09913,0.34814,-0.05824,9,10,2,7,6,8,4,3,5,1
-1.38519,-1.53317,0.46129,-0.59238,-0.09759,-0.09913,0.34814,0.12964,7,10,8,9,6,4,3,2,5,1
-1.67662,0.08127,-0.34665,0.64803,-0.09759,-0.09913,-0.1711,0.0357,8,10,5,9,7,4,3,2,6,1
0.29055,0.48487,0.80754,-0.59238,-0.09759,-0.09913,-0.86341,-0.24611,9,10,2,7,6,8,4,3,5,1
-2.4052,-0.96812,-0.57748,-1.24906,-0.09759,-0.09913,0.6943,-0.05824,7,10,8,9,6,3,4,2,5,1
-0.51089,0.08127,0.46129,-0.81127,-0.09759,-0.09913,-0.86341,-0.15217,8,10,2,9,7,6,4,3,5,1
0.7277,-0.80667,1.03838,-0.59238,-0.09759,-0.09913,-0.34418,-0.52792,7,10,2,9,6,8,4,3,5,1
2.9863,1.53425,0.80754,1.37769,-0.09759,-0.09913,1.04046,-0.52792,8,10,1,2,4,9,5,7,6,3
-0.87518,-0.24162,0.34587,-1.03017,-0.09759,-0.09913,-0.34418,-0.52792,8,10,3,9,7,5,4,2,6,1
0.65484,-0.56451,0.23045,-0.51941,-0.09759,-0.09913,0.86738,-0.05824,9,10,2,8,5,7,4,3,6,1
1.01913,0.24271,-0.57748,-0.9572,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,3,6,7,4,5,8,1
-0.07374,-1.53317,-1.84709,-0.9572,-0.09759,-0.09913,0.34814,-0.52792,8,10,3,9,6,2,5,4,7,1
0.14483,0.08127,0.11503,-1.03017,-0.09759,-0.09913,0.17506,1.16294,7,10,9,5,6,3,4,2,8,1
-0.07374,-0.56451,-0.23123,-0.81127,-0.09759,-0.09913,0.86738,-0.24611,8,10,2,9,7,5,4,3,6,1
-0.07374,-0.24162,0.23045,-0.73831,-0.09759,-0.09913,0.52122,0.0357,8,10,3,9,7,5,4,2,6,1
-0.1466,-0.88739,-0.11581,-0.59238,-0.09759,-0.09913,0.17506,-0.52792,8,10,2,9,7,5,4,3,6,1
-0.43803,-1.291,0.5767,-0.59238,-0.09759,-0.09913,0.34814,-0.52792,8,10,3,9,7,6,4,2,5,1
-0.51089,0.32343,0.92296,-0.73831,-0.09759,-0.09913,0.00198,0.78719,7,10,9,8,5,4,3,2,6,1
-0.07374,-0.64523,0.46129,-0.66534,-0.09759,-0.09913,0.00198,0.78719,7,10,9,8,6,4,3,2,5,1
-1.16661,1.29209,0.11503,-0.73831,-0.09759,-0.09913,-0.51725,0.50538,7,10,8,9,5,4,3,2,6,1
-2.18663,-1.291,-1.96251,-1.1761,-0.09759,-0.09913,-0.34418,0.31751,7,10,8,9,4,2,5,3,6,1
1.74771,0.24271,-0.00039,-1.32203,-0.09759,-0.09913,0.86738,0.31751,9,10,6,2,4,8,5,3,7,1
1.38342,-0.1609,-1.38541,-0.81127,-0.09759,-0.09913,0.86738,-0.52792,9,10,2,3,4,5,6,7,8,1
-1.45805,0.00054,-0.34665,-1.10313,-0.09759,-0.09913,-0.69033,-0.52792,8,10,3,9,7,4,5,2,6,1
-0.43803,0.08127,-0.23123,0.86693,-0.09759,-0.09913,0.34814,-0.52792,8,10,2,9,7,5,3,4,6,1
-1.38519,-0.40306,-0.00039,-0.66534,-0.09759,-0.09913,-0.1711,-0.52792,8,10,3,9,7,4,5,2,6,1
0.36341,-0.72595,0.69212,-0.37348,-0.09759,-0.09913,0.34814,-0.52792,8,10,2,9,6,7,4,3,5,1
-0.72947,-1.291,0.23045,-0.66534,-0.09759,-0.09913,-0.51725,2.19625,4,10,9,8,6,3,5,1,7,2
-0.72947,-0.1609,-0.00039,-0.66534,-0.09759,-0.09913,0.6943,2.10231,5,10,9,7,6,3,4,1,8,2
0.58198,-0.1609,0.69212,-1.1761,-0.09759,-0.09913,-0.69033,-0.24611,9,10,2,8,6,7,4,3,5,1
0.58198,-0.1609,0.69212,-1.03017,-0.09759,-0.09913,-0.69033,-0.24611,9,10,2,8,6,7,4,3,5,1
0.58198,-0.40306,-0.23123,-0.15458,-0.09759,-0.09913,0.34814,0.88113,8,10,9,6,5,3,4,2,7,1
0.58198,-0.72595,0.11503,-0.00865,-0.09759,-0.09913,0.17506,0.88113,7,10,9,8,5,4,3,2,6,1
-0.65661,0.80776,0.34587,0.21024,-0.09759,-0.09913,-0.51725,1.44475,5,10,9,7,6,4,3,2,8,1
1.38342,0.00054,-0.11581,1.15879,-0.09759,-0.09913,-0.1711,-0.52792,9,10,1,3,5,8,4,6,7,2
-0.87518,-0.08018,1.26922,-0.9572,-0.09759,-0.09913,0.6943,-0.52792,7,10,3,9,6,8,4,2,5,1
0.7277,-0.1609,-0.6929,1.88844,-0.09759,-0.09913,0.6943,3.32349,4,10,9,2,7,3,5,1,8,6
-0.21946,-0.08018,1.50005,-0.66534,-0.09759,-0.09913,-3.28652,-0.15217,6,10,1,8,5,9,4,3,7,2
-1.60376,0.08127,0.5767,-1.10313,-0.09759,-0.09913,-0.69033,-0.52792,8,10,3,9,7,6,4,2,5,1
0.43627,0.5656,1.50005,0.9399,10.24695,-0.09913,1.55969,1.16294,3,1,6,7,2,5,8,4,9,10
-2.11377,-0.96812,-0.11581,-0.73831,-0.09759,-0.09913,0.17506,1.63263,5,10,9,8,6,3,4,2,7,1
-0.29232,0.5656,0.80754,-0.81127,-0.09759,-0.09913,0.34814,-0.15217,8,10,2,9,6,7,4,3,5,1
-0.51089,-0.64523,0.46129,-0.30051,-0.09759,-0.09913,1.21354,0.50538,7,10,8,9,6,4,3,2,5,1
0.50912,0.72704,-0.00039,2.32624,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,4,5,8,3,6,7,1
-0.1466,-1.291,-0.34665,-0.88424,-0.09759,-0.09913,-0.51725,-0.15217,8,10,3,9,7,4,5,2,6,1
-1.09376,-0.80667,0.34587,-0.59238,-0.09759,-0.09913,-1.38265,0.97507,5,10,9,8,6,4,3,2,7,1
-0.21946,-0.40306,0.34587,2.6181,-0.09759,-0.09913,-0.69033,-0.52792,7,10,4,8,5,9,1,3,6,2
0.21769,-0.56451,-0.34665,-0.81127,-0.09759,-0.09913,1.38661,-0.52792,8,10,2,9,6,5,4,3,7,1
-0.29232,-0.40306,0.69212,-0.73831,-0.09759,-0.09913,1.04046,-0.52792,8,10,2,9,7,6,4,3,5,1
-0.43803,-0.64523,1.38464,-0.88424,-0.09759,-0.09913,0.86738,0.88113,4,10,9,8,6,5,3,2,7,1
-0.94804,-1.291,0.92296,-0.15458,-0.09759,-0.09913,-1.03649,-0.90367,8,10,4,9,7,6,3,2,5,1
-0.94804,-1.291,0.92296,-0.15458,-0.09759,-0.09913,-1.03649,-0.90367,8,10,4,9,7,6,3,2,5,1
-0.80232,-0.88739,0.5767,1.88844,-0.09759,-0.09913,-2.24804,-1.09154,6,10,4,9,5,8,3,2,7,1
-0.80232,-0.88739,0.5767,1.88844,-0.09759,-0.09913,-2.24804,-1.09154,6,10,4,9,5,8,3,2,7,1
-0.1466,-0.32234,-1.38541,0.21024,-0.09759,-0.09913,0.52122,-0.52792,9,10,2,8,6,3,4,5,7,1
-0.1466,0.5656,-0.00039,-1.24906,-0.09759,-0.09913,0.34814,1.35082,7,10,9,5,6,3,4,2,8,1
0.80056,0.5656,-0.57748,-0.37348,-0.09759,-0.09913,0.00198,1.35082,7,10,9,2,6,4,5,3,8,1
0.43627,-0.48379,0.69212,-0.51941,-0.09759,-0.09913,0.6943,-0.52792,8,10,2,9,6,7,4,3,5,1
0.07197,1.04992,-2.30876,0.64803,-0.09759,-0.09913,0.52122,-0.05824,9,10,3,2,5,4,6,7,8,1
0.21769,1.45353,-1.84709,1.15879,-0.09759,-0.09913,0.6943,-0.05824,9,10,3,2,5,6,4,7,8,1
-0.94804,-2.25966,1.61547,0.64803,-0.09759,-0.09913,-0.51725,-0.52792,7,10,4,9,6,8,3,2,5,1
0.07197,-0.1609,0.92296,-0.30051,-0.09759,-0.09913,0.00198,0.0357,8,10,2,9,6,7,4,3,5,1
-0.07374,-1.04884,1.03838,-0.66534,-0.09759,-0.09913,0.17506,-0.52792,8,10,2,9,6,7,4,3,5,1
0.07197,-0.1609,0.92296,-0.30051,-0.09759,-0.09913,0.00198,0.0357,8,10,2,9,6,7,4,3,5,1
0.21769,0.24271,0.34587,-0.66534,-0.09759,-0.09913,-0.1711,0.88113,8,10,9,6,5,4,3,2,7,1
-1.5309,1.45353,-0.34665,-0.00865,-0.09759,-0.09913,-0.51725,0.88113,7,10,9,8,5,3,4,2,6,1
-0.00088,-0.40306,-0.11581,-0.81127,-0.09759,-0.09913,0.86738,1.44475,5,10,9,7,6,3,4,2,8,1
-1.23947,-1.77533,-2.19334,-0.15458,-0.09759,-0.09913,0.52122,-0.52792,8,10,6,9,5,2,4,3,7,1
2.54915,2.8258,-2.30876,0.35617,-0.09759,-0.09913,0.86738,1.35082,8,10,9,1,3,4,5,6,7,2
-0.51089,-0.88739,0.11503,0.13728,-0.09759,-0.09913,-1.72881,-0.52792,8,10,2,9,6,7,4,3,5,1
