A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,L1,L2,L3,L4,L5,L6,L7
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8969072164948454,0.7313432835820896,0.0150421455938697,0.1264633140972794,0.0548499564315713,0.0225469387755102,0.031021029082774,0.0090533787209386,1.0,3.0,2.0,4.0,4.0,4.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.845360824742268,0.8432835820895522,0.0185185185185185,0.1545754328112118,0.0268288413607498,0.0151603498542274,0.0465324384787472,0.0027160136162815,1.0,3.0,2.0,3.0,3.0,3.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8762886597938145,0.8805970149253731,0.0200204342273307,0.1427864798021434,0.2216469987471253,0.020272886297376,0.0298201342281879,0.0190120953139711,1.0,3.0,2.0,3.0,3.0,3.0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8041237113402062,0.4477611940298507,0.1364623243933588,0.0314097279472382,0.1272449019594186,0.0882962099125364,0.18357225950783,0.0108640544651263,2.0,5.0,6.0,4.0,3.0,1.0,7.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8247422680412372,0.7238805970149252,0.1477598978288633,0.0380049464138499,0.2336792082521309,0.0862973760932944,0.1556993288590604,0.0271601361628159,2.0,3.0,5.0,5.0,4.0,1.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8059701492537313,0.0005670498084291,0.0334707337180544,0.0107315365442999,0.0523475218658892,0.0180957494407158,0.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.88659793814433,0.8671641791044775,0.003956577266922,0.0366859027205276,0.02772277835489,0.0392606413994169,0.0327391498881431,0.0126747302093141,1.0,4.0,3.0,4.0,4.0,2.0,4.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8556701030927837,0.8656716417910447,0.0148914431673052,0.057790601813685,0.0136580265599305,0.008268221574344,0.0236241610738255,0.0289708119070036,1.0,2.0,2.0,2.0,2.0,2.0,2.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8659793814432991,0.3955223880597014,0.19072030651341,0.3215169002473206,0.1412989329493704,0.6101457959183674,0.7747812080536913,0.2255830375896284,4.0,2.0,1.0,5.0,5.0,5.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.845360824742268,0.4925373134328357,0.3356321583652618,0.3452596867271228,0.0987301362075593,0.5555685131195335,0.5734228008948546,0.0615629753023828,4.0,3.0,1.0,5.0,2.0,5.0,5.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.845360824742268,0.7014925373134328,0.115639846743295,0.5931574608408904,0.3707262849595766,0.3358600583090378,0.5136465324384788,0.0894654885203157,4.0,3.0,5.0,5.0,2.0,1.0,5.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8350515463917526,0.5298507462686567,0.1089042145593869,0.4186314921681781,0.0604872325782921,0.3888676618075802,0.470204903803132,0.1557181140001448,4.0,2.0,3.0,6.0,1.0,4.0,5.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8350515463917526,0.6716417910447761,0.1237011494252873,0.5474031327287716,0.1379764385037186,0.4221574344023323,0.3978272930648769,0.0582041717969146,5.0,2.0,3.0,6.0,1.0,4.0,6.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7628865979381444,0.798507462686567,0.0301864623243933,0.178318219291014,0.1834116179249756,0.0860851311953352,0.2183445190156599,0.0502915187948142,2.0,6.0,6.0,4.0,1.0,3.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8556701030927837,0.7238805970149252,0.0269629629629629,0.1583676834295136,0.0703516609698126,0.1435708454810495,0.2276903803131991,0.0473763308466719,5.0,6.0,1.0,4.0,2.0,3.0,6.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.88659793814433,0.798507462686567,0.0306513409961685,0.1839241549876339,0.0469504723813121,0.1460641399416909,0.1604026845637584,0.0194647642500181,4.0,6.0,6.0,5.0,1.0,2.0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9381443298969072,0.8656716417910447,0.0794150702426564,0.4203627370156637,0.2643864269199907,0.1282798833819242,0.5082774049217003,0.7990059390164408,6.0,1.0,4.0,6.0,5.0,2.0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9278350515463918,0.5149253731343283,0.0723703703703703,0.2435284418796372,0.0822754712241842,0.2386775510204081,0.4963454317673378,1.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8556701030927837,0.7462686567164178,0.0769476372924648,0.3071723000824402,0.1099982495790742,0.1769679300291545,0.317897091722595,0.4547059462591439,5.0,1.0,6.0,3.0,7.0,2.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8762886597938145,0.753731343283582,0.0279335887611749,0.1100577081615828,0.2532642624454783,0.0807836734693877,0.1304697986577181,0.100492503802419,2.0,5.0,4.0,3.0,1.0,5.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8556701030927837,0.5746268656716418,0.0257420178799489,0.0999175597691673,0.1108921865732144,0.1135090379008746,0.1475507829977628,0.0181067574418773,4.0,6.0,1.0,5.0,3.0,6.0,2.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7525773195876289,0.7835820895522387,0.0283218390804597,0.113272877164056,0.0991325688279706,0.1134110787172011,0.1194630872483221,0.0298761497790975,5.0,6.0,3.0,6.0,1.0,2.0,4.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8144329896907218,0.6194029850746269,1.0,0.498351195383347,0.4077983886833973,0.4034985422740524,0.567337807606264,0.0497935829651625,3.0,4.0,2.0,1.0,4.0,5.0,3.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8247422680412372,0.8880597014925372,0.3337675606641124,0.539159109645507,0.2103381162682786,0.1749271137026239,0.1503355704697986,0.0407402042442239,4.0,3.0,6.0,7.0,2.0,1.0,5.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8247422680412372,0.6865671641791044,0.0996168582375479,0.4006595218466612,0.1287784385315991,0.4361516034985422,0.3812080536912752,0.0181067574418773,2.0,1.0,3.0,7.0,4.0,6.0,5.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8350515463917526,0.8731343283582088,0.0910855683269476,0.4229183841714756,0.0499016449309946,0.1142857142857142,0.1583892617449664,0.0226334468023466,4.0,1.0,5.0,5.0,3.0,2.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8690721649484536,0.7388059701492536,0.0960408684546615,0.0680956306677658,0.1330710531493191,0.075801749271137,0.2058165548098434,0.1059245310349822,1.0,2.0,4.0,5.0,3.0,6.0,6.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8350515463917526,0.462686567164179,0.0996168582375479,0.0554822753503709,0.1211129019780057,0.1399416909620991,0.1756474272930648,0.0181067574418773,1.0,4.0,4.0,2.0,3.0,4.0,4.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8144329896907218,0.8358208955223879,0.1274584929757343,0.8056883759274526,0.5419425954871464,0.1574344023323615,0.2572706935123042,0.0493409140291156,4.0,3.0,5.0,5.0,2.0,1.0,5.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.8350515463917526,0.462686567164179,0.1305568326947637,0.4203627370156637,0.1878018895252487,0.3090379008746355,0.3528286532438479,0.0579416238140073,4.0,1.0,4.0,5.0,2.0,5.0,3.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8041237113402062,0.708955223880597,0.0212005108556832,0.1376751854905193,0.0364872242506197,0.0391836734693877,0.0629977628635346,0.0090533787209386,2.0,6.0,1.0,4.0,5.0,3.0,6.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8144329896907218,0.7835820895522387,0.0260715197956577,0.1899422918384171,0.1419245707983665,0.0246833819241982,0.0420313199105145,0.0181067574418773,1.0,4.0,2.0,3.0,4.0,4.0,4.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8247422680412372,0.335820895522388,0.2019846743295019,0.7406430338004947,0.9873013620755936,0.1632653061224489,0.3583552572706935,0.1756355471862098,4.0,6.0,6.0,1.0,2.0,5.0,3.0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7835051546391752,0.4701492537313432,0.2077471264367816,0.8009068425391591,0.2110539204873199,0.1803685131195335,0.2645780581655481,0.0271601361628159,4.0,2.0,3.0,6.0,5.0,6.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8474226804123712,0.6044776119402985,0.1053639846743295,0.1166529266281945,0.1851190053891737,0.1088443148688046,0.2207302013422818,0.275222713116535,1.0,2.0,6.0,5.0,3.0,6.0,4.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8556701030927837,0.7388059701492536,0.1027484035759897,0.1308326463314097,0.2521911087910483,0.0788338192419825,0.1345986577181208,0.2154704135583399,1.0,2.0,4.0,3.0,6.0,7.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8731958762886599,0.6716417910447761,0.1179233716475095,0.1732893652102225,0.0908607004596242,0.1119533527696793,0.2079642058165548,0.0660896646628521,2.0,1.0,6.0,4.0,3.0,5.0,7.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8659793814432991,0.3656716417910448,0.1200510855683269,0.0441879637262984,0.0985509195472695,0.2542274052478134,0.3376590782997763,0.2897081190700369,3.0,1.0,2.0,5.0,5.0,4.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9144329896907216,0.8208955223880596,0.1051417624521072,0.1873866446826051,0.0587551625800421,0.0909620991253644,0.1301046979865771,0.2055116969653074,5.0,2.0,4.0,5.0,1.0,3.0,5.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.7938144329896908,0.3283582089552239,0.1353767560664112,0.190436933223413,0.0965838288986993,0.0517784256559766,0.2079642058165548,0.1448540595350184,4.0,4.0,4.0,3.0,2.0,1.0,4.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8144329896907218,0.4477611940298507,0.3265210727969349,0.2209398186314921,0.1895908473987201,0.0641399416909621,0.136613870246085,0.0190120953139711,4.0,1.0,2.0,5.0,3.0,6.0,6.0
0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8041237113402062,0.785820895522388,0.2575478927203065,0.4460016488046167,0.5220892528801916,0.0559766763848396,0.1044724832214765,0.2489679148258129,3.0,4.0,6.0,5.0,1.0,2.0,6.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.88659793814433,0.2686567164179104,0.1277139208173691,0.030997526793075,0.143802589693619,0.1261807580174927,0.225145413870246,0.2426305497211559,3.0,1.0,3.0,3.0,3.0,3.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8659793814432991,0.7910447761194029,0.0490932311621966,0.1364385820280297,0.1039166878194195,0.048202915451895,0.0982836689038031,0.1864996016513362,5.0,1.0,3.0,5.0,2.0,5.0,4.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8556701030927837,0.8582089552238805,0.0664112388250319,0.1541632316570486,0.0670721034018745,0.0717201166180758,0.1348241610738255,0.3146049105526182,2.0,1.0,2.0,2.0,2.0,2.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9278350515463918,0.4328358208955223,0.0,0.0741962077493817,0.152387818929059,0.2379008746355685,0.3328859060402684,0.6160824219598753,3.0,1.0,4.0,2.0,5.0,5.0,5.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9793814432989691,0.4253731343283581,0.1123882503192848,0.0084089035449299,0.1573962377658203,0.3529632419825073,0.4519015659955257,0.8481476787136959,2.0,1.0,3.0,4.0,4.0,4.0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9072164948453608,0.6567164179104478,0.1098339719029374,0.010717230008244,0.1108921865732144,0.4213807813411079,0.482625485458613,0.8389494459332222,2.0,1.0,4.0,4.0,4.0,4.0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9113402061855672,0.962686567164179,0.1100638569604087,0.0697444352844187,0.0560186207612456,0.0200583090379008,0.083110514541387,0.7382125009053379,2.0,1.0,4.0,4.0,4.0,4.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7525773195876289,0.7388059701492536,0.0408684546615581,0.3973619126133553,0.1091043125849341,0.0342087463556851,0.1521252796420581,0.0181067574418773,4.0,4.0,4.0,3.0,4.0,1.0,2.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7628865979381444,0.7970149253731342,0.0570881226053639,0.4463314097279472,0.2624933946051128,0.154868804664723,0.3065270693512304,0.0344028391395668,5.0,6.0,4.0,6.0,2.0,1.0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9381443298969072,0.3208955223880597,0.211639846743295,0.0708985985160758,0.1473150108730318,0.2387498542274052,0.4168232483221477,0.4922050409212717,3.0,1.0,2.0,3.0,3.0,3.0,2.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8793814432989691,0.8283582089552238,0.1616653895274585,0.1422918384171475,0.2442497824798029,0.1966180758017492,0.2621064876957494,0.1921126964583182,4.0,1.0,2.0,5.0,5.0,5.0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8824742268041238,0.6492537313432835,0.1123116219667943,0.3341302555647156,0.6900377997984855,0.5175509970845481,0.4414622102908278,0.1330846671977981,1.0,4.0,7.0,6.0,2.0,3.0,5.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8309278350515465,0.6194029850746269,0.0993665389527458,0.3032151690024732,0.6731603230068015,0.4796174927113702,0.3935731543624161,0.056212428478308,3.0,3.0,3.0,3.0,2.0,1.0,3.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8463917525773198,0.6940298507462687,0.2677343550446999,0.3221764220939818,0.1334616810795316,0.1917714285714285,0.3004921521252796,0.0507804012457449,6.0,4.0,2.0,5.0,3.0,1.0,7.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8762886597938145,0.544776119402985,0.1824878671775223,0.2070898598516075,0.0715439346798843,0.1501784256559766,0.2465825503355704,0.0849569059172883,5.0,3.0,1.0,2.0,5.0,5.0,4.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.88659793814433,0.7910447761194029,0.5322196679438059,0.3676009892827699,0.2123867665945854,0.2036921282798833,0.3473825682326621,0.2500362135148837,4.0,3.0,4.0,4.0,2.0,1.0,4.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9340206185567012,0.4738805970149253,0.478117496807152,0.2762572135201978,0.0587852108823661,0.3712350087463557,0.3960232662192394,0.188310277395524,4.0,1.0,2.0,4.0,4.0,4.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8969072164948454,0.798507462686567,0.0116091954022988,0.0775762572135202,0.0351210996485303,0.0373177842565597,0.0381208053691275,0.0099587165930325,1.0,3.0,2.0,3.0,3.0,3.0,3.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8350515463917526,0.798507462686567,0.0089399744572158,0.0835119538334707,0.0134144206803749,0.029737609329446,0.0196868008948545,0.0054320272325631,1.0,3.0,2.0,6.0,4.0,6.0,5.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8659793814432991,0.7679104477611939,0.0136040868454661,0.0821104699093157,0.0577850316764373,0.0178822157434402,0.0256894854586129,0.0072427029767509,1.0,3.0,2.0,6.0,5.0,4.0,6.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.88659793814433,0.753731343283582,0.0053920817369093,0.0546578730420445,0.0119238102543716,0.0075148688046647,0.0125279642058165,0.0117693923372202,1.0,2.0,3.0,3.0,3.0,3.0,3.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.845360824742268,0.708955223880597,0.0056194125159642,0.0553998351195383,0.0107315365442999,0.0088629737609329,0.0110961968680089,0.0072427029767509,1.0,2.0,3.0,3.0,3.0,3.0,3.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8762886597938145,0.7835820895522387,0.0070242656449553,0.0624896949711459,0.0112681133715149,0.0093294460641399,0.0136984340044742,0.0362135148837546,1.0,2.0,3.0,3.0,3.0,3.0,3.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8556701030927837,0.7462686567164178,0.0098595146871008,0.0713932399010717,0.0343409169417597,0.0139941690962099,0.0286353467561521,0.0258926631418845,2.0,3.0,1.0,4.0,4.0,4.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8247422680412372,0.8134328358208954,0.0231289910600255,0.0680131904369332,0.0429261461771997,0.0491731778425655,0.100386577181208,0.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8350515463917526,0.7611940298507461,0.0194457215836526,0.0576257213520197,0.0348774937689747,0.0620991253644314,0.0946308724832214,0.0181067574418773,1.0,4.0,3.0,5.0,4.0,2.0,5.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8969072164948454,0.8059701492537313,0.0998952745849297,0.5131904369332234,0.173655567321016,0.2442612244897959,0.4087051454138702,0.4171344245672485,5.0,2.0,4.0,6.0,2.0,1.0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8969072164948454,0.8731343283582088,0.0573563218390804,0.3103874690849134,0.0946328355549456,0.0963265306122448,0.1528411633109619,0.1583526472079379,3.0,1.0,3.0,3.0,2.0,2.0,3.0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8659793814432991,0.6119402985074626,0.0593869731800766,0.2312448474855729,0.0469504723813121,0.1192419825072886,0.1559284116331096,0.1337636706018686,4.0,1.0,3.0,4.0,2.0,4.0,4.0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8814432989690724,0.8208955223880596,0.0570114942528735,0.2588623248145095,0.0881059150287024,0.1070553935860058,0.1815749440715883,0.1659484319548055,4.0,1.0,5.0,6.0,2.0,3.0,6.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8762886597938145,0.5671641791044776,0.0326385696040868,0.1544105523495465,0.0190785256684564,0.1186915451895043,0.2272930648769575,0.2223147678713695,5.0,5.0,1.0,3.0,4.0,5.0,2.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8969072164948454,0.8507462686567163,0.0396960408684546,0.1915086562242374,0.1105348264062892,0.080466472303207,0.1459651006711409,0.0508799884116752,3.0,6.0,5.0,6.0,2.0,1.0,4.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8659793814432991,0.7835820895522387,0.0311162196679438,0.1252267106347897,0.0702432724507151,0.0460104956268221,0.0902997762863534,0.0738303034692547,4.0,3.0,5.0,6.0,2.0,1.0,6.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.845360824742268,0.6119402985074626,0.0187305236270753,0.0826875515251442,0.0405415987570562,0.0445737609329446,0.2163561521252796,0.0462718186427174,3.0,1.0,2.0,5.0,5.0,5.0,4.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8845360824742269,0.8283582089552238,0.0608556832694763,0.2981863149216818,0.0779109553116174,0.1192093294460641,0.163062192393736,0.2073223727094951,3.0,1.0,5.0,6.0,4.0,2.0,6.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8762886597938145,0.5895522388059701,0.0317854406130268,0.2131904369332234,0.1037385443127841,0.0445737609329446,0.1099668903803132,0.0558321865720286,1.0,2.0,4.0,5.0,3.0,5.0,5.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8659793814432991,0.626865671641791,0.0443805874840357,0.3159934047815333,0.0898766185585119,0.1250728862973761,0.1427293064876957,0.0211667994495545,2.0,1.0,3.0,5.0,4.0,5.0,5.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8556701030927837,0.7910447761194029,0.0365772669220945,0.2638087386644682,0.1345015669706743,0.0824093294460641,0.1358460850111856,0.0422521184906206,1.0,3.0,5.0,7.0,4.0,2.0,6.0
0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.845360824742268,0.5223880597014925,0.3575708812260537,0.2455070074196207,0.0645072661677868,0.1827008746355685,0.2509530201342282,0.287336133845151,4.0,1.0,2.0,3.0,4.0,4.0,4.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8247422680412372,0.5671641791044776,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,4.0,5.0,5.0,2.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8762886597938145,0.4999999999999999,0.2116270753512133,0.2308326463314097,0.0290491962717654,0.149271137026239,0.2514845637583892,0.1656768305931773,5.0,1.0,2.0,3.0,6.0,6.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8195876288659795,0.4253731343283581,0.1464444444444444,0.2028029678483099,0.2933283185578498,0.6896023090379009,0.680089485458613,0.0,4.0,1.0,3.0,5.0,4.0,5.0,2.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8226804123711341,0.6567164179104478,0.1515530012771392,0.6093981863149217,0.3076377279229462,0.0777446064139941,0.246979865771812,0.0642789889186644,3.0,4.0,4.0,4.0,2.0,1.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8247422680412372,0.5373134328358209,0.2043422733077905,0.1613355317394888,0.1870356578159857,0.1116198250728863,0.2035149888143176,0.0407402042442239,3.0,1.0,4.0,6.0,2.0,7.0,5.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8608247422680413,0.626865671641791,0.1736909323116219,0.2494641384995878,0.4915043737289367,0.1054227405247813,0.2000894854586129,0.0289708119070036,4.0,1.0,3.0,7.0,2.0,6.0,5.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8350515463917526,0.9850746268656716,0.0485312899106002,0.0,0.139509975075899,0.0139941690962099,0.0715883668903803,0.0181067574418773,3.0,1.0,2.0,4.0,4.0,4.0,4.0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8628865979381444,0.9029850746268656,0.0328224776500638,0.0692497938994229,0.0160973048164498,0.0116618075801749,0.0188044742729306,0.1249366263489534,1.0,3.0,4.0,4.0,4.0,4.0,2.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.7536082474226804,0.7388059701492536,0.0153256704980842,0.1150041220115416,0.063047777197762,0.0139941690962099,0.0286353467561521,0.0072427029767509,1.0,5.0,2.0,6.0,3.0,6.0,4.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8154639175257733,0.8358208955223879,0.0127713920817369,0.1140148392415498,0.0064389219265799,0.0567533527696792,0.0536912751677852,0.2897081190700369,1.0,4.0,4.0,5.0,3.0,2.0,5.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8237113402061856,0.798507462686567,0.0102171136653895,0.1127782357790601,0.1255589775683091,0.0402332361516035,0.0800894854586129,0.0072427029767509,1.0,2.0,3.0,5.0,4.0,5.0,5.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.8061855670103094,0.8582089552238805,0.0208939974457215,0.1226710634789777,0.0418529925227697,0.0373177842565597,0.2496644295302013,0.0036213514883754,5.0,5.0,3.0,2.0,3.0,4.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6804123711340206,0.8059701492537313,0.0102171136653895,0.0972794723825226,0.0858522923543994,0.0046647230320699,0.1055928411633109,0.0054320272325631,1.0,3.0,3.0,2.0,3.0,3.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.7000000000000001,0.7014925373134328,0.0291698595146871,0.1620774938169827,0.0450724534860597,0.0069970845481049,0.0268456375838926,0.0054320272325631,1.0,4.0,4.0,2.0,3.0,4.0,4.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6989690721649485,0.7611940298507461,0.0273409961685823,0.1203627370156636,0.0493650681037796,0.0069970845481049,0.0245440715883668,0.006337365104657,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8041237113402062,0.8059701492537313,0.0372107279693486,0.1012366034624897,0.065730661333837,0.080466472303207,0.1109619686800894,0.0099587165930325,1.0,4.0,4.0,4.0,2.0,4.0,3.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.8556701030927837,0.9477611940298506,0.0689655172413793,0.3330585325638912,0.0107315365442999,0.8466472303206997,0.8626398210290828,0.0543202723256319,5.0,4.0,2.0,5.0,3.0,1.0,5.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.845360824742268,0.8432835820895522,0.0153256704980842,0.1286067600989282,0.0107315365442999,0.0046647230320699,0.0089485458612975,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.845360824742268,0.7761194029850745,0.0091366538952745,0.0649629018961253,0.0113571851248326,0.0038880466472303,0.0037369127516778,0.0072427029767509,1.0,2.0,2.0,2.0,2.0,2.0,2.0
